number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),E_refine(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
207,ZINC04202366,0,-61.094742,-1.5185704,-29.184166,-12.078825,-21.048317,-78.499649,-29.179556,-12.078825,-21.051105,-12.499505,-29.163675,-12.078825,-21.113688,-5.1215835,-29.200089,-11.477555,-21.328808,-12.104048,-29.165081,-12.078825,-21.106318,17.3212,9.4531,20.9068,-1.0659,-19.8128,46.6162,5.856,-31.8053,0.4922,-4.2623,-3.3303,-26.6485,0.2117,21.8421,23.59,1.2411,0.5068,-117.95,19.6204,1.3153,0.4849,-21.4206,1.9155,129.8516,2.207,-5.215,-0.348,-0.857,-1.406,-5.215,-0.951,-0.582,-1.969,-16.626,-7.289,0.373,-0.16,-37.367,-23.915,0.067
208,ZINC04222360,0,-125.31555,-4.8582039,44.728516,-13.178289,-42.475388,-151.64984,44.729248,-13.178289,-42.478065,-26.763245,44.729725,-13.178289,-42.477528,-7.612668,44.814674,-14.021569,-44.035522,-13.14104,44.732697,-13.178289,-42.478889,-74.5632,14.5886,37.0865,-7.2877,-132.8581,61.8114,6.115,-44.9016,1.2263,4.7481,-6.9263,-44.3212,0.1525,23.1318,27.478,1.3916,2.9546,-137.39,23.5554,2.2337,1.4457,-27.2348,1.9641,203.033,3.3438,-5.068,-0.137,-0.456,-1.099,-5.068,-1.282,-0.2,-0.446,-43.429,-9.557,0.572,-0.107,-74.098,-52.986,7.922
209,ZINC04261664,0,-88.558632,-4.7596879,-55.043781,-15.972014,-35.864895,-130.39481,-55.047302,-15.972014,-35.864277,-24.022776,-55.050117,-15.972014,-35.861797,-7.6550641,-55.124802,-13.908814,-35.764557,-15.981641,-55.050186,-15.972014,-35.859146,-37.579,8.5213,33.8902,-7.9455,-84.7538,59.7237,2.9825,-52.8604,2.3512,-7.1215,-2,-44.9226,0.1755,24.6242,28.348,0.0156,3.7082,-141.74,29.8329,0.1762,2.4989,-32.508,3.3058,173.4615,1.683,-6.221,-0.207,-0.644,-1.414,-6.221,-1.853,0,-0.886,-30.269,-15.854,0.625,-0.215,-68.917,-46.123,14.58
210,ZINC04277599,0,-79.02446,-2.6011958,-125.23245,-9.5358353,-28.246008,-97.048141,-125.22388,-9.5358353,-28.247089,-12.577826,-125.22822,-9.5358353,-28.247419,-5.7322822,-124.58138,-10.326065,-28.600893,-9.5316124,-125.23432,-9.5358353,-28.244261,22.0077,5.9878,26.4647,-3.8306,-16.5386,38.5932,0,-39.3143,1.6124,-3.1854,0,-37.2787,0.311,19.5617,26.84,2.03,5.2482,-134.2,22.0192,1.7758,1.516,-25.311,1.4139,161.6877,1.4879,-5.93,-0.297,-0.805,-1.484,-5.93,-1.726,-0.2,-0.992,-22.994,-15.325,0.737,-0.301,-58.418,-38.319,3.176
211,ZINC04279517,0,-83.173996,-3.3219881,20.073046,-11.125588,-34.622746,-93.403526,20.071468,-11.125588,-34.62067,-18.017853,20.075821,-11.125588,-34.63036,-5.7929296,20.148741,-10.792955,-36.738567,-11.249173,20.072025,-11.125588,-34.626369,2.3863,12.2762,29.3365,-9.3334,-40.8941,64.9525,3.992,-54.3071,1.2189,-6.3738,-4,-44.8849,0.1054,21.6623,23.366,0,1.7037,-116.83,23.9155,0.0061,1.2318,-25.1534,3.873,132.228,3.4114,-6.215,-0.345,-0.905,-1.598,-6.215,-1.468,-0.597,-1.436,-23.295,-17.277,1.098,-0.056,-59.558,-40.571,9.838
212,ZINC04290621,0,-66.674347,-3.1187403,63.832569,-9.2597532,-19.862516,-88.735443,63.833153,-9.2597532,-19.862404,-10.827207,63.834667,-9.2597532,-19.863157,-5.1766253,63.697914,-9.0677872,-21.082287,-9.2405682,63.83535,-9.2597532,-19.864208,41.0773,3.0453,31.1452,-3.7608,-1.0319,50.1977,1.864,-44.7335,1.2227,-3.4911,-2.705,-40.7972,0.3245,18.224,19.836,0.3071,1.3049,-99.18,21.8528,0.2357,0.1586,-22.2471,1.6124,129.2535,1.4613,-4.733,-0.296,-0.745,-1.255,-4.733,-1.102,-0.39,-1.757,-23.577,-6.628,0.886,-0.197,-39.44,-30.205,3.508
213,ZINC04300288,0,-58.945347,-4.1688747,-99.27066,-12.006812,-33.691483,-97.500397,-99.271622,-12.006812,-33.68914,-17.769777,-99.268463,-12.006812,-33.695557,-6.1619568,-99.017296,-11.902871,-35.589439,-12.339849,-99.271935,-12.006812,-33.686764,24.8225,4.5259,25.5294,-4.955,-9.8513,57.5761,3.432,-49.458,2.0017,-6.0492,-2.9368,-41.8573,0.0126,21.4818,26.184,2.4479,2.2544,-130.92,23.9513,1.1395,0.7723,-25.8631,0.9335,175.2397,1.2647,-7.269,-0.346,-0.955,-1.797,-7.269,-2.025,-0.174,-1.007,-29.626,-18.668,0.461,-0.243,-80.34,-48.295,4.969
214,ZINC04301653,0,-84.313141,-3.9592755,100.68374,-13.625113,-41.515327,-132.40741,100.68296,-13.625113,-41.517017,-24.785727,100.68192,-13.625113,-41.516941,-6.780097,100.54475,-14.807338,-42.089436,-13.687716,100.68353,-13.625113,-41.517155,19.8088,6.6305,28.4682,-4.5538,-21.4118,58.3545,3,-50.0275,2.2758,-1.6304,-2.0728,-46.5433,0.0598,17.9443,27.494,0.0729,9.4768,-137.47,20.7039,1.0435,0.5069,-22.2543,1.9223,145.1206,2.588,-6.28,-0.224,-0.681,-1.45,-6.28,-1.144,-0.333,-1.039,-22.885,-18.753,0.669,-0.476,-67.591,-41.639,6.016
215,ZINC04324388,0,-70.922508,-5.2925348,75.30381,-13.365363,-31.752733,-104.01611,75.307961,-13.365363,-31.756138,-19.899557,75.307022,-13.365363,-31.754335,-6.4755144,75.061745,-13.734147,-32.686317,-13.430278,75.305244,-13.365363,-31.754547,33.3934,5.8073,33.5003,-3.9007,-14.5761,64.7839,2,-62.3759,1.7939,0.8427,-1,-62.7075,0.1815,33.8288,36.602,0.0124,2.7609,-183.01,24.1563,0.7641,2.6393,-27.5597,1.9562,180.3231,2.1687,-6.969,-0.279,-0.815,-1.652,-6.969,-1.324,-0.312,-1.286,-19.381,-23.649,0.612,-0.143,-72.844,-43.03,6.547
216,ZINC04324419,0,-109.84638,-5.1975861,77.874115,-14.853922,-35.03931,-109.457,77.877548,-14.853922,-35.041443,-19.157396,77.879204,-14.853922,-35.04174,-7.091012,77.895988,-13.581234,-36.571804,-14.791014,77.874001,-14.853922,-35.03965,23.14,2,34.5167,-7.3661,-18.9544,66.719,1,-65.2777,2.446,-8.4719,-1,-55.6006,0.2718,29.4871,31.688,0.2297,1.9713,-158.44,21.8026,0.3984,1.3998,-23.6008,1.8111,169.5856,3.0351,-7.002,-0.233,-0.725,-1.591,-7.002,-1.79,-0.213,-0.819,-30.383,-21.446,0.761,-0.205,-83.053,-51.829,12.233
217,ZINC04324435,0,-70.148865,-4.4637542,73.417542,-13.781736,-42.335194,-133.5528,73.41832,-13.781736,-42.334789,-19.949749,73.418602,-13.781736,-42.335152,-6.9597178,73.48159,-13.568088,-41.643093,-13.840808,73.418655,-13.781736,-42.335518,36.1854,5.1935,32.2111,-4.0698,-9.2287,69.5333,0.976,-68.1419,0.9785,-7.9229,-1,-61.248,0.0736,31.7499,33.172,0.0162,1.4059,-165.86,24.6915,0.2059,1.0817,-25.9791,1.5802,183.8394,2.4562,-7.692,-0.285,-0.855,-1.791,-7.692,-1.735,-0.36,-0.91,-27.608,-25.029,0.614,-0.166,-88.858,-52.637,8.135
218,ZINC04330637,0,-91.764259,-4.5458379,-61.986214,-12.604345,-35.651909,-106.83893,-61.987404,-12.604345,-35.648758,-23.716129,-61.98901,-12.604345,-35.649685,-7.4367514,-62.014503,-11.306539,-37.282856,-12.565334,-61.98473,-12.604345,-35.654652,17.9297,4.2613,32.274,-11.1764,-19.5319,59.6049,1.6793,-56.0375,1.9652,0.2997,-2.8016,-53.7442,0.1225,21.2403,24.664,0.1506,3.2732,-123.32,27.1007,0.0634,0.5142,-27.6783,2.9606,127.0941,1,-6.476,-0.249,-0.738,-1.521,-6.476,-1.567,-0.429,-1.235,-34.405,-11.629,0.418,-0.198,-70.158,-46.035,1.334
219,ZINC04337790,0,-72.098289,-4.4731655,55.627171,-12.534663,-25.632944,-91.321419,55.623363,-12.534663,-25.632557,-16.204535,55.622017,-12.534663,-25.630726,-6.1549087,55.671383,-11.091932,-25.96216,-12.534088,55.621384,-12.534663,-25.630192,45.7419,7.4182,31.103,-1.7116,-2.7313,47.6598,2,-42.5087,0.4387,-6.7822,-1,-38.3022,4.0473,27.6258,28.95,1.1224,0.2018,-144.75,22.7051,1.2562,0.158,-24.1193,0.978,163.8192,1.482,-5.959,-0.229,-0.679,-1.399,-5.959,-1.701,-0.389,-0.751,-36.946,-10.082,0.385,-0.143,-69.693,-47.028,0.875
220,ZINC04362847,0,-62.643024,-4.8725929,-200.67911,-10.959111,-24.477634,-78.713974,-200.67815,-10.959111,-24.479397,-11.892972,-200.67903,-10.959111,-24.471001,-5.6686254,-200.71637,-11.773481,-26.030758,-10.890637,-200.67514,-10.959111,-24.466593,23.0129,4.1705,22.128,-3.065,-8.5186,50.5899,2,-46.139,0.7746,-3.9946,-1,-41.8988,0,23.3464,23.502,0.0276,0.128,-117.51,19.7378,0.1372,0.0068,-19.8817,0.9983,120.784,1.197,-7.561,-0.36,-0.993,-1.87,-7.561,-0.977,-0.042,-1.406,-21.857,-28.015,0.368,-0.412,-86.473,-49.872,2.806
221,ZINC04377411,0,-81.219887,-3.18838,-459.38406,-13.649198,-31.652649,-92.041451,-459.38382,-13.649198,-31.655704,-12.428604,-459.38675,-13.649198,-31.65391,-6.0317564,-462.18158,-13.781604,-25.66361,-14.421527,-459.36206,-13.649198,-31.677431,-16.4568,15.2064,25.0679,-4.7449,-61.3866,59.7543,9,-33.4295,0.6436,-4.4135,-6.9461,-23.3516,0.1247,21.2447,22.744,0.3197,1.1796,-113.72,16.2964,0.7806,0.419,-17.496,4.647,94.1806,5.6735,-5.826,-0.243,-0.7,-1.394,-5.826,-0.566,-0.376,-0.919,-18.383,-27.037,1.167,-0.212,-74.72,-45.421,7.314
222,ZINC04389286,0,-65.62426,-2.97522,148.04729,-11.968008,-28.733934,-91.826286,148.04732,-11.968008,-28.736019,-14.12498,148.05093,-11.968008,-28.733376,-5.4156723,148.07547,-12.489858,-30.555801,-11.945472,148.05164,-11.968008,-28.735424,20.2883,9.7049,30.7949,-5.1504,-26.6092,56.2345,3.0065,-47.2922,0.079,-5.1874,-3,-39.6233,0.2518,35.0238,36.604,0.2352,1.345,-183.02,23.0659,1.3521,0.0223,-24.4402,1.8071,158.2947,2.1859,-6.773,-0.323,-0.89,-1.675,-6.773,-1.681,-0.36,-1.271,-22.491,-17.74,0.476,-0.152,-69.652,-40.231,0.707
223,ZINC04408515,0,-93.370544,-5.1506748,35.641941,-11.981396,-38.20319,-114.67093,35.637878,-11.981396,-38.201363,-23.11421,35.640106,-11.981396,-38.205395,-7.0167503,35.633064,-10.985065,-40.621803,-11.970023,35.640289,-11.981396,-38.203014,9.5845,0,31.5301,-6.2963,-27.4731,52.67,0,-55.1923,1.8536,-4.6296,0,-50.6265,0.0024,30.2636,36.284,0.1969,5.8236,-181.42,20.418,0.0835,4.5,-25.0015,0,204.672,1.7286,-4.705,-0.168,-0.51,-1.086,-4.705,-1.508,0,-0.644,-35.737,-9.947,0.837,-0.11,-59.444,-45.685,7.07
224,ZINC04421258,0,-66.384537,-5.2958159,115.6699,-11.559397,-31.607178,-115.15215,115.67171,-11.559397,-31.610559,-27.379429,115.66955,-11.559397,-31.608055,-6.6689715,115.54757,-10.852252,-34.355545,-11.559433,115.67068,-11.559397,-31.611301,29.2247,7.2476,35.7253,-15.6937,-11.4515,65.9139,0.736,-63.7436,2.6964,-5.7349,-1,-58.013,0.0428,31.3078,37.792,2.2756,4.2086,-188.96,30.1068,2.2953,0.8666,-33.2687,0.8136,238.5776,1.1103,-6.193,-0.206,-0.641,-1.407,-6.193,-1.729,-0.32,-0.831,-38.287,-12.36,0.48,-0.024,-72.713,-50.648,3.31
225,ZINC04476099,0,-78.737495,-6.5502801,53.232105,-13.743859,-33.74604,-104.95726,53.231983,-13.743859,-33.747093,-19.049862,53.227737,-13.743859,-33.746613,-6.7435064,53.284374,-13.995378,-35.356701,-13.806556,53.227703,-13.743859,-33.731758,8.576,3.8339,26.5932,-3.139,-28.6847,49.0306,2.4618,-47.2903,0.6915,-2.1689,-2.6597,-42.8383,0.156,33.8034,35.946,0.8158,1.3268,-179.73,25.1819,1.6085,0.0043,-26.7946,1.9375,154.8679,1.2797,-7.554,-0.26,-0.8,-1.73,-7.554,-1.418,-0.174,-2.196,-33.436,-16.133,0.357,-0.032,-82.726,-49.569,2.546
226,ZINC04539323,0,-70.276039,-4.3003631,-66.369591,-12.158274,-33.891586,-96.857796,-66.370224,-12.158274,-33.892227,-23.547617,-66.36631,-12.158274,-33.897507,-6.4611135,-66.1418,-12.901945,-35.420471,-12.14063,-66.368225,-12.158274,-33.894772,9.5061,9.8202,34.4877,-7.6541,-40.0806,55.8448,3.6494,-46.7773,1.7811,-5.7904,-2,-39.8823,0.1551,26.8634,30.664,1.8389,1.9617,-153.32,25.2809,2.1913,1.9145,-29.3868,1.6504,211.0663,2.4611,-5.231,-0.218,-0.629,-1.252,-5.231,-0.714,-0.185,-1.101,-27.468,-17.026,0.825,-0.129,-66.498,-44.494,5.021
227,ZINC04548231,0,-56.899731,-3.4584789,71.581718,-9.9936142,-30.905605,-100.58009,71.581833,-9.9936142,-30.905539,-18.167749,71.581726,-9.9936142,-30.904894,-6.5248818,71.506828,-9.3705053,-31.95211,-10.039919,71.581314,-9.9936142,-30.905317,42.1799,0,40.1128,-7.7215,-5.2537,55.5912,0.976,-53.8662,1.0704,-3.9986,-1,-53.427,4.5091,26.8201,30.764,0.3978,3.5461,-153.82,25.8207,0.5281,1.7153,-28.0641,1,195.3136,1.4092,-4.864,-0.203,-0.585,-1.164,-4.864,-0.829,-0.397,-1.139,-32.26,-9.015,0.629,-0.163,-52.992,-41.274,3.301
228,ZINC04556775,0,-54.531563,-3.0216339,-35.8083,-11.083899,-21.230137,-84.688988,-35.811443,-11.083899,-21.223196,-14.033775,-35.8088,-11.083899,-21.227991,-5.3023744,-36.822128,-11.216699,-19.159658,-11.044466,-35.809608,-11.083899,-21.22604,26.1339,14.2509,22.388,-2.0613,-16.8392,53.248,4.9349,-38.8637,0.1845,-1.5492,-3,-35.8634,0.3067,18.3041,21.686,0.161,3.2208,-108.43,20.868,0.1571,2.2627,-23.2878,2.5975,121.2241,1.9731,-4.33,-0.271,-0.682,-1.148,-4.33,-0.492,-0.456,-1.853,-14.004,-10.699,0.981,-0.205,-33.92,-24.703,7.046
229,ZINC04572341,0,-63.75119,-4.6828928,19.811983,-10.288089,-33.151203,-103.09909,19.806763,-10.288089,-33.150822,-20.088779,19.809378,-10.288089,-33.149105,-5.995019,19.699953,-11.277921,-33.599213,-10.291104,19.808138,-10.288089,-33.147125,35.8365,5.9965,32.3311,-7.547,-7.0683,60.1671,2,-54.2751,1.3475,-6.9384,-1,-49.0974,1.941,33.302,35.576,0.4488,1.8252,-177.88,24.0659,0.3084,0.0878,-24.4621,0.9972,173.9998,1.8385,-4.3,-0.165,-0.49,-1.01,-4.3,-0.636,0,-1.024,-34.293,-10.647,0.695,-0.023,-57.704,-44.94,6.475
230,ZINC04574557,0,-91.256279,-6.4993606,73.265625,-14.254622,-35.797047,-146.34097,73.264023,-14.254622,-35.794926,-18.470453,73.264877,-14.254622,-35.79805,-7.1038499,73.210785,-14.39996,-37.367809,-14.055206,73.264877,-14.254622,-35.796066,-39.716,2.6807,30.0527,-18.9103,-64.809,44.7115,1.9913,-43.2307,0.5648,-0.4891,-3.9464,-38.7987,0.1821,26.1741,30.344,0.1463,4.0236,-151.72,21.8284,0.0561,1.1544,-23.0389,3.8186,119.9242,3.6041,-7.627,-0.231,-0.741,-1.696,-7.627,-1.53,0,-0.845,-31.697,-23.808,0,-0.096,-84.247,-55.505,10.849
231,ZINC04583862,0,-63.468365,-4.7842665,9.2430201,-12.380227,-35.730282,-130.6449,9.2423048,-12.380227,-35.728802,-22.905375,9.2424669,-12.380227,-35.731274,-7.3640203,9.2858324,-11.63673,-37.006416,-12.373084,9.2427425,-12.380227,-35.726933,13.6504,0.2368,31.3963,-12.9982,-16.7582,56.696,2,-52.0496,1.343,-2.7833,-2.1924,-48.692,0.2514,29.5773,32.076,0.0825,2.4162,-160.38,27.2241,0.322,0.4518,-27.9979,0.7645,207.1982,1.6709,-5.779,-0.186,-0.586,-1.303,-5.779,-1.81,-0.16,-0.774,-34.924,-12.491,0.787,-0.203,-69.234,-47.414,5.052
232,ZINC04661805,0,-89.34063,-4.1097498,34.672924,-13.41118,-32.400726,-125.85681,34.671768,-13.41118,-32.400711,-23.044195,34.677578,-13.41118,-32.398464,-6.9433317,34.428165,-14.050564,-34.135185,-13.420719,34.674793,-13.41118,-32.401855,-55.8613,5.0205,18.5703,-4.3206,-82.0954,38.6012,3.9591,-26.8963,0.0959,-1.4779,-4.7688,-21.5622,0.1523,18.8209,26.136,0.8139,6.5012,-130.68,22.4829,0.4569,0.8385,-23.7782,2.816,104.9984,1.325,-7.482,-0.267,-0.811,-1.727,-7.482,-1.417,-0.706,-0.737,-29.189,-20.843,0.238,-0.274,-80.748,-50.032,9.339
233,ZINC04663509,0,-86.771629,-3.9368014,12.770705,-11.842493,-38.858627,-107.76197,12.770743,-11.842493,-38.859348,-20.452101,12.773662,-11.842493,-38.85881,-6.6299262,12.804334,-12.514955,-39.878231,-11.8629,12.7716,-11.842493,-38.859547,32.7363,6.621,32.6679,-6.6828,-12.1203,63.2915,2.24,-56.6586,0.1425,-8.2439,-2,-47.4974,0.0479,26.6901,30.02,0.2438,3.0861,-150.1,24.3029,0.0417,3.0443,-27.389,1.9714,184.9041,2.4646,-6.438,-0.248,-0.734,-1.512,-6.438,-1.044,-0.16,-1.163,-30.984,-22.329,0.827,0,-84.135,-53.312,3.656
234,ZINC04670905,0,-69.555595,-5.582026,-46.164536,-10.20655,-29.012432,-85.738251,-46.165527,-10.20655,-29.012295,-18.418812,-46.164555,-10.20655,-29.01388,-6.3687067,-46.20681,-10.662544,-31.044035,-10.202603,-46.166035,-10.20655,-29.011719,13.5744,6.4291,37.0613,-4.3115,-39.5025,59.9249,2.768,-52.3598,1.1027,1.8256,-1.9903,-53.6,0.0964,33.5277,35.914,0.4656,1.9207,-179.57,28.1093,0.2942,1.8189,-30.2224,1.8604,217.0557,2.6823,-6.118,-0.235,-0.697,-1.437,-6.118,-1.835,-0.456,-0.617,-29.298,-14.319,0.555,-0.152,-59.951,-43.616,10.957
235,ZINC04718918,0,-57.027,-2.8872485,11.003113,-11.075428,-25.057007,-75.57724,10.981771,-11.075428,-25.040733,-17.884104,10.969039,-11.075428,-25.030514,-5.7029376,12.174035,-13.266435,-26.487303,-10.672694,10.979292,-11.075428,-25.047583,-1.6903,5.0379,25.6155,-4.9371,-37.0124,42.4729,5,-27.9067,0.2362,-5.2863,-3,-20.5411,0.4397,15.6427,21.536,0.3899,5.5034,-107.68,18.4963,0.3022,0.3105,-19.1091,2.9313,62.1905,1.3429,-6.152,-0.28,-0.784,-1.504,-6.152,-0.015,-0.377,-1.274,-16.098,-25.108,0.368,-0.283,-69.411,-41.207,2.001
236,ZINC04750376,0,-75.330605,-3.2233953,42.535419,-9.4960127,-33.357365,-113.46423,42.538445,-9.4960127,-33.356739,-16.726206,42.532478,-9.4960127,-33.350178,-6.5849919,42.5084,-10.246372,-34.763855,-9.2988958,42.534451,-9.4960127,-33.35078,43.984,0,35.9948,-3.5829,-1.9259,58.8323,0,-60.0077,0.8654,-6.4213,-0.5121,-54.2862,0.5592,27.5637,30.192,0.4334,2.1949,-150.96,28.8597,0.4815,0.8505,-30.1917,2.7169,168.3739,1.587,-6.807,-0.296,-0.842,-1.646,-6.807,-2.538,-0.16,-1.544,-40.986,-7.733,0.792,-0.148,-65.643,-48.719,7.891
237,ZINC04751649,0,-79.15049,-4.5681367,45.149036,-10.4178,-40.775215,-112.18641,45.141701,-10.4178,-40.76865,-22.126799,45.140057,-10.4178,-40.765453,-6.8781104,45.44146,-11.159433,-40.674416,-10.602386,45.143921,-10.4178,-40.768963,-27.3911,0.421,32.1105,-6.9007,-65.0633,53.6904,2,-48.3425,2.0791,-1.5282,-1,-49.2383,0.1533,20.5992,24.122,1.9959,1.527,-120.61,29.3934,2.1804,0.2659,-31.8397,1.1714,219.6337,1.2696,-6.016,-0.215,-0.652,-1.389,-6.016,-2.416,-0.16,-0.883,-24.714,-11.089,0.393,-0.05,-53.502,-35.803,1.464
238,ZINC04752134,0,-63.075214,-4.9737496,11.514608,-10.892459,-31.37591,-92.337082,11.516373,-10.892459,-31.379047,-20.54175,11.514507,-10.892459,-31.377979,-6.725018,11.637363,-10.279993,-33.505264,-10.81521,11.516422,-10.892459,-31.378948,11.2239,0,28.2753,-5.1685,-22.4862,59.3506,0,-59.7956,1.8692,-4.2823,0,-57.2337,0.1161,24.0833,26.078,0.3665,1.6282,-130.39,23.8333,0.3754,1.0849,-25.2936,0,206.5469,1.7002,-5.438,-0.201,-0.604,-1.266,-5.438,-1.248,-0.21,-1.557,-31.988,-12.504,1.152,-0.1,-60.954,-44.493,8.904
239,ZINC04759185,0,-73.664375,-6.2965784,-109.79509,-14.16936,-40.786663,-144.49075,-109.79553,-14.16936,-40.784454,-19.710955,-109.7994,-14.16936,-40.782177,-8.7468071,-110.01296,-11.410448,-43.082905,-14.191557,-109.79711,-14.16936,-40.784294,25.0337,0,41.8438,-21.7682,-10.7333,57.9786,0.1092,-57.7608,2.6093,-6.3478,-1.5574,-51.5668,0.2759,25.7956,33.604,0.6058,7.2025,-168.02,31.9893,1.179,2.1585,-35.3268,2.7092,177.7607,0,-5.67,-0.149,-0.502,-1.223,-5.67,-0.33,-0.344,-0.052,-39.679,-22.114,0.797,-0.441,-87.692,-61.793,16.442
240,ZINC04771378,0,-95.139297,-5.8709974,21.556252,-11.592357,-37.232277,-103.33217,21.553764,-11.592357,-37.235718,-20.020466,21.526424,-11.592357,-37.208618,-6.8007517,21.411869,-11.358071,-37.719425,-11.669071,21.52302,-11.592357,-37.20433,5.9937,0.7571,32.3251,-8.6532,-30.5572,66.1567,1,-64.7569,1.553,-4.4674,-1,-60.8906,0.1709,34.3378,38.326,2.5097,1.4786,-191.63,30.0359,1.9788,1.3571,-33.3718,1.9539,235.1296,2.4002,-6.17,-0.247,-0.722,-1.462,-6.17,-2.379,-0.325,-1.026,-37.136,-8.248,0.722,-0.067,-64.123,-45.384,9.267
241,ZINC04792051,0,-77.616783,-4.4681301,15.060185,-12.92092,-38.000957,-138.13133,15.066596,-12.92092,-38.008953,-24.249123,15.056059,-12.92092,-37.997677,-7.1514883,14.53249,-12.56728,-39.705132,-12.940581,15.059361,-12.92092,-37.998589,14.4169,6,35.1235,-11.1404,-28.7375,54.4635,1,-52.1776,1.7283,-6.7537,-1,-45.3986,0.3564,20.0713,25.732,0.0986,5.5621,-128.66,21.7697,0.3463,1.1387,-23.2547,1.8073,147.3582,2.1494,-6.514,-0.217,-0.675,-1.48,-6.514,-1.248,-0.638,-1.02,-34.722,-19.531,1.274,-0.217,-83.403,-54.253,7.706
242,ZINC04793543,0,-84.98835,-5.151207,-47.361256,-12.323944,-36.869179,-118.97973,-47.369026,-12.323944,-36.846767,-22.701944,-47.371021,-12.323944,-36.856106,-6.5936165,-47.283653,-12.19838,-38.421204,-12.252953,-47.369312,-12.323944,-36.842762,28.4119,4.2041,35.5903,-7.2127,-17.5161,68.8769,3.0211,-60.2029,0.2756,-5.6134,-3,-51.9096,0.0144,37.5087,39.146,0.8985,0.7388,-195.73,27.448,0.4468,0.5173,-28.4121,1.9644,200.4784,2.7676,-6.026,-0.241,-0.705,-1.428,-6.026,-1.451,-0.083,-1.16,-30.364,-17.698,0.96,-0.12,-73.168,-48.062,8.257
243,ZINC04798244,0,-80.104156,-3.8750587,-483.45175,-10.752565,-33.857109,-116.73042,-483.45377,-10.752565,-33.868736,-14.799244,-483.45114,-10.752565,-33.856743,-7.1343675,-483.68689,-11.34436,-35.322556,-10.666859,-483.45453,-10.752565,-33.860703,5.3276,5.063,35.5348,-35.1392,-13.4565,60.6448,4,-49.5093,3.1533,-7.7463,-2.6185,-40.247,0.3085,11.0726,14.702,0.35,3.2794,-73.51,28.9318,0.0251,0.9928,-29.9497,4.605,77.6844,0,-5.29,-0.189,-0.574,-1.221,-5.29,-0.387,-0.73,-1.244,-34.175,-13.099,1.016,-0.271,-67.389,-47.274,7.668
244,ZINC04802822,0,-119.08617,-7.2865019,102.31546,-14.868852,-43.721249,-139.72762,102.31829,-14.868852,-43.724987,-18.207167,102.31502,-14.868852,-43.722858,-7.264698,102.06669,-15.402967,-43.869556,-14.919011,102.32082,-14.868852,-43.728916,23.2807,8.636,25.0301,-14.7911,-4.9805,63.6671,6.2683,-46.5826,1.5825,-2.5651,-9.6177,-34.562,0.0996,37.3145,44.846,4.0199,3.5115,-224.23,15.7776,3.4288,1.7826,-20.989,4.8848,173.9469,8.2649,-7.214,-0.219,-0.701,-1.604,-7.214,-1.269,-0.303,-0.236,-37.051,-27.185,0.466,-0.019,-96.676,-64.236,12.472
245,ZINC04811826,0,-72.69323,-4.4041796,69.329414,-13.032061,-37.559528,-110.03693,69.330521,-13.032061,-37.563805,-23.555571,69.329918,-13.032061,-37.562172,-7.1132441,69.244019,-12.46466,-40.107094,-13.093775,69.329872,-13.032061,-37.563725,-20.5714,8.5923,34.2761,-1.4608,-74.8327,63.1003,2,-58.3054,1.7226,-7.5916,-1.9741,-50.2359,0.4778,32.322,35.646,1.8968,1.4272,-178.23,27.8722,0.4508,1.4428,-29.7658,0.9613,219.4545,1.7973,-6.042,-0.216,-0.655,-1.395,-6.042,-2.489,-0.128,-0.829,-38.899,-7.172,0.526,-0.1,-66.041,-46.071,6.876
246,ZINC04821858,0,-83.159721,-3.4724739,-158.50095,-12.382715,-28.76083,-146.67685,-158.49934,-12.382715,-28.761768,-16.579557,-158.5006,-12.382715,-28.760319,-7.3997607,-158.86678,-12.139513,-30.645346,-12.468607,-158.49879,-12.382715,-28.757608,20.4753,3.4286,34.7574,-13.0861,-17.6586,47.0286,2.5525,-44.1143,3.6519,-3.3006,-4.6285,-36.5549,0.6724,21.6708,29.508,0.352,7.4851,-147.54,24.0856,0.1569,2.2992,-26.5418,1.9993,122.9412,0,-5.69,-0.172,-0.553,-1.265,-5.69,-1.403,-0.679,1.371,-34.633,-25.52,1.008,-0.427,-81.671,-60.154,22.631
