number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),E_refine(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
812,ZINC20245432,0,-73.899353,-4.532547,-362.60962,-12.771212,-9.7957678,-107.15062,-362.60818,-12.771212,-9.8014851,-10.7623,-362.60815,-12.771212,-9.8014135,-5.8061709,-362.40497,-11.852863,-11.352022,-12.829886,-362.6102,-12.771212,-9.7956553,40.4518,16.3707,20.4539,-4.5,0.457,40.2695,4.8906,-25.7427,0.6507,-2.8127,-5,-19.1999,0.5923,19.004,22.454,1.2783,2.1717,-112.27,21.2539,1.3865,0.454,-23.0944,3.3677,87.4303,1.5089,-7.196,-0.4,-1.048,-1.85,-7.196,-1.079,-0.428,-1.949,-18.872,-20.494,0.506,-0.229,-63.509,-39.366,2.81
813,ZINC20245636,0,-72.865112,-3.4581511,-214.31563,-9.3962669,-28.495737,-78.663124,-214.32259,-9.3962669,-28.477636,-10.988197,-214.32378,-9.3962669,-28.566147,-5.1857195,-214.35677,-10.801851,-29.01556,-9.3522367,-214.32126,-9.3962669,-28.481949,33.6004,11.5579,22.0655,-3.2061,-5.0913,53.3128,5.9663,-33.2439,1.0024,-1.6529,-8.7609,-26.2392,2.1203,21.2931,25.698,1.5244,2.8805,-128.49,23.7392,2.046,0.6162,-26.4015,5.4031,58.6091,1.5556,-7.041,-0.469,-1.158,-1.899,-7.041,-0.858,-0.404,-2.171,-18.695,-20.599,0.649,-0.232,-62.28,-39.294,3.297
814,ZINC20251510,0,-47.99548,-3.2574606,-55.339378,-8.7558022,-25.680965,-77.719086,-55.339329,-8.7558022,-25.681948,-15.945511,-55.338688,-8.7558022,-25.682064,-5.7760863,-55.338734,-9.7700443,-26.020937,-8.7634916,-55.33952,-8.7558022,-25.680729,34.2788,8.3856,23.6078,-2.7752,-3.7923,48.3231,2.6012,-40.8557,0.1969,-4.0685,-2.4588,-35.7435,0.2804,19.9849,22.236,0.1684,2.0827,-111.18,21.9861,0.0194,0.5289,-22.5345,2.5809,107.2948,1.609,-5.769,-0.339,-0.873,-1.505,-5.769,-1.135,-0.552,-1.93,-20.923,-12.532,0.805,-0.03,-50.544,-33.455,3.342
815,ZINC20254716,0,-54.112907,-3.692523,-116.02622,-10.318141,-25.004436,-55.776409,-116.02623,-10.318141,-25.006149,-10.032398,-116.02621,-10.318141,-25.006128,-5.6433787,-115.96268,-9.9817114,-25.294415,-10.301866,-116.02517,-10.318141,-25.006607,33.0075,4.4698,24.4451,-0.7205,-4.3538,52.8277,3.6756,-42.6068,1.8504,-4.6201,-4.0045,-35.3048,0.2696,24.6332,28.316,0,3.6828,-141.58,31.9928,0,1.0026,-32.9954,4.8736,96.0474,0,-4.998,-0.294,-0.756,-1.304,-4.998,-1.331,0,-1.753,-30.379,-6.143,0.789,-0.263,-44.894,-36.521,5.165
816,ZINC20257917,0,-53.799477,-2.7778893,-131.94157,-8.8386106,-28.240635,-100.449,-131.93806,-8.8386106,-28.241682,-13.658813,-131.93971,-8.8386106,-28.241776,-5.7263017,-131.84853,-10.336092,-29.784674,-8.8086367,-131.93938,-8.8386106,-28.241833,20.5729,5.384,26.8661,-3.4211,-18.331,44.8757,2.28,-39.4204,0.6953,-3.6737,-2.0853,-35.2728,0.3531,19.9705,24.232,0.1334,4.1281,-121.16,23.1401,0.0925,1.485,-24.7176,3.1145,97.3954,1,-4.955,-0.261,-0.696,-1.256,-4.955,-1.459,-0.48,-1.417,-27.085,-4.473,0.462,-0.036,-40.647,-31.558,3.989
817,ZINC20263713,0,-96.438881,-4.9864669,-232.82179,-13.218065,-42.683685,-127.25893,-232.82466,-13.218065,-42.682533,-16.219234,-232.82436,-13.218065,-42.682816,-7.2238855,-232.74345,-11.668666,-44.082993,-13.171511,-232.82846,-13.218065,-42.680256,22.5897,10.5898,30.9327,-11.1029,-19.4297,65.3077,4.8438,-52.0126,2.0726,-4.7919,-4.9591,-43.4193,0.8332,32.9154,37.88,1.3374,3.6272,-189.4,29.2891,0.5518,1.4027,-31.2436,3.9015,150.0232,1.8829,-6.505,-0.224,-0.689,-1.489,-6.505,-1.188,-0.952,-1.077,-35.071,-12.962,0.468,-0.057,-73.32,-48.033,6.926
818,ZINC20269483,0,-54.788769,-2.2951875,-46.303761,-9.1606283,-26.011509,-60.546474,-46.302937,-9.1606283,-26.007149,-10.303203,-46.30423,-9.1606283,-26.013571,-5.1058397,-46.689255,-9.7323341,-25.725809,-8.9898748,-46.301285,-9.1606283,-26.007584,7.0518,0,15.3437,-2.3362,-11.7096,-62.3139,0.0309,61.6823,0.6962,37.3514,-1.7325,17.1359,3.3669,15.398,15.924,0.1081,0.4179,-79.62,18.3873,0.0354,0.4346,-18.8573,2.6504,76.4085,1.7246,-6.931,-0.433,-1.092,-1.837,-6.931,-1.22,-0.373,-2.451,-19.942,-13.817,0.247,-0.063,-55.959,-33.759,0.441
819,ZINC20271830,0,-62.687313,-5.3700156,14.165245,-11.010431,-31.417158,-99.05069,14.166465,-11.010431,-31.417521,-15.186857,14.166477,-11.010431,-31.417519,-6.1835232,14.16781,-10.516684,-32.814358,-10.99257,14.165418,-11.010431,-31.417225,43.2811,12.3677,27.2214,-7.5292,1.0133,54.2957,3.1761,-47.9434,1.6235,-6.6244,-3.6599,-39.5671,1.3714,24.2966,25.49,0.0423,1.1511,-127.45,24.8643,0.0733,1.0623,-25.9999,2.934,127.6944,1.6485,-6.334,-0.317,-0.86,-1.585,-6.334,-1.713,-0.47,-1.638,-28.902,-11.824,0.758,-0.054,-63.053,-40.725,1.959
820,ZINC20278427,0,-72.795143,-3.0111303,-11.363531,-9.9596148,-16.312195,-70.195671,-11.359906,-9.9596148,-16.311628,-11.633191,-11.362389,-9.9596148,-16.315548,-5.1961389,-11.445356,-9.946228,-15.73096,-9.9614544,-11.35987,-9.9596148,-16.311089,30.0886,7.2249,18.6856,-1.6739,-1.155,41.8265,2.56,-35.1131,0.5227,-5.0058,-4,-25.7319,0.2701,22.7552,23.312,0,0.5568,-116.56,17.8499,0.0155,0.3902,-18.2556,3.5499,53.354,2.0794,-7.292,-0.429,-1.103,-1.902,-7.292,-0.885,-0.402,-3.405,-17.228,-13.691,0.397,-0.083,-53.902,-30.919,0.525
821,ZINC20295302,0,-65.749352,-2.581707,5.6058106,-8.9432268,-20.957796,-82.675766,5.6054296,-8.9432268,-20.956936,-12.035771,5.6037297,-8.9432268,-20.945957,-5.5766821,5.7125111,-10.627532,-21.0709,-8.9011374,5.6028099,-8.9432268,-20.952049,25.8257,5.5936,19.8696,-9.7616,2.673,50.5435,4.5941,-37.612,1.3451,-6.8897,-5.0008,-28.2664,0.4621,21.3253,24.22,0.058,2.8367,-121.1,24.5892,0.1036,0.227,-24.9198,4.0387,86.2398,1.617,-6.997,-0.389,-1.019,-1.798,-6.997,-1.624,-0.867,-1.578,-30.181,-12.262,0.495,-0.074,-57.827,-42.443,7.233
822,ZINC20309246,0,-52.071453,-4.5069461,-8.4133339,-12.896102,-25.162655,-119.93288,-8.4172716,-12.896102,-25.160931,-21.160452,-8.4197779,-12.896102,-25.15621,-6.6577325,-8.4780083,-12.376688,-25.646572,-12.907586,-8.4128828,-12.896102,-25.161989,15.7591,1.1886,28.9003,-9.0079,-16.1595,48.8541,1.1747,-47.4449,1.8966,-8.125,-2.9355,-36.378,0.1717,18.0618,26.23,5.1725,2.9956,-131.15,17.081,5.7685,2.1138,-24.9632,1.8014,161.2898,2.1112,-4.973,-0.178,-0.539,-1.148,-4.973,-1.104,-0.245,-1.739,-35.615,-4.994,0.658,-0.014,-52.118,-40.608,10.22
823,ZINC20332355,0,-73.587708,-4.3412428,-52.86483,-11.24549,-33.926319,-83.639282,-52.864204,-11.24549,-33.929131,-12.427282,-52.864231,-11.24549,-33.926266,-6.0164738,-52.575123,-12.047595,-35.283356,-11.229151,-52.863625,-11.24549,-33.929394,14.7308,1.1792,27.1143,-5.1416,-18.589,35.4941,1.0686,-33.5619,1.3411,-7.7376,-3,-23.7937,0.4606,22.3724,28.51,3.2749,2.8627,-142.55,21.2665,4.2482,2.5148,-28.0295,3.9309,108.6346,1.2852,-6.059,-0.289,-0.796,-1.498,-6.059,-0.881,-0.695,-1.589,-29.987,-13.112,0.587,-0.015,-62.45,-43.099,6.164
824,ZINC20335506,0,-50.141483,-3.7454522,-75.437141,-9.7987719,-32.610752,-89.965347,-75.436142,-9.7987719,-32.611187,-16.76012,-75.434654,-9.7987719,-32.610359,-6.1092944,-74.998817,-10.468248,-33.6926,-9.7661037,-75.436523,-9.7987719,-32.611061,38.0361,9.7051,28.421,-4.8151,-5.9329,45.8683,2,-41.5659,1.0759,-5.4581,-2.5919,-33.1332,0.2996,15.0161,19.198,1.7624,2.4195,-95.99,25.7486,1.768,0.8378,-28.3543,3.6263,116.8766,1.1375,-5.495,-0.262,-0.722,-1.359,-5.495,-1.263,-0.471,-1.444,-26.395,-8.916,0.385,-0.044,-50.767,-35.311,3.467
825,ZINC20341872,0,-81.983414,-3.5620151,-21.27965,-10.571364,-37.748009,-85.982941,-21.27986,-10.571364,-37.748409,-13.278,-21.279175,-10.571364,-37.748238,-5.9444656,-21.279881,-11.115533,-37.719234,-10.578674,-21.279406,-10.571364,-37.748505,27.4542,9.2801,17.8329,-1.8764,-4.4699,38.4778,3,-30.2879,0.9154,-4.1601,-2.6892,-23.6284,0.0093,19.696,25.402,2.3994,3.3066,-127.01,25.8763,2.2245,1.5248,-29.6256,3.8823,121.9021,1.2046,-5.526,-0.251,-0.704,-1.351,-5.526,-0.952,-0.386,-1.302,-27.548,-14.482,0.712,-0.047,-61.267,-42.03,2.412
826,ZINC20342447,0,-47.530994,-2.2572672,-77.395241,-9.435256,-28.870222,-82.880379,-77.395653,-9.435256,-28.870451,-16.888365,-77.396606,-9.435256,-28.869259,-5.9462118,-77.456612,-10.665406,-29.605749,-9.3947458,-77.393623,-9.435256,-28.869806,-23.5986,0.8016,30.3424,-2.1947,-63.9263,49.2983,2.768,-42.2608,0.7756,-3.2221,-3,-35.0792,0.3192,15.0717,18.404,0.1049,3.2274,-92.02,23.0371,0.134,0.9162,-24.0873,1.9701,128.9925,1.1972,-5.419,-0.236,-0.67,-1.31,-5.419,-1.251,-0.404,-1.198,-31.992,-10.626,0.667,-0.04,-58.296,-42.617,6.883
827,ZINC20344141,0,-61.191837,-2.9800844,-244.84756,-8.8633919,-17.360937,-72.762482,-244.88008,-8.8633919,-17.826254,-17.670788,-244.8429,-8.8633919,-17.707346,-5.5936332,-244.30708,-10.496799,-16.447872,-8.6937351,-244.82114,-8.8633919,-17.425138,-6.2425,2.5896,21.3807,-33.6138,-4.6168,41.8081,2,-38.8527,1.7312,-5.8667,-3.1867,-31.6024,0.1813,21.3197,21.694,0.2415,0.1328,-108.47,22.6038,0.0605,0.1812,-22.8456,2.5907,74.4664,0,-5.473,-0.304,-0.797,-1.407,-5.473,-0.929,-0.558,-1.85,-25.401,-9.17,0.563,-0.053,-46.18,-34.571,0.269
828,ZINC20344738,0,-75.514328,-4.8877788,-208.12833,-12.417432,-33.504265,-100.91781,-208.13072,-12.417432,-33.51133,-12.983011,-208.12788,-12.417432,-33.503597,-6.1237149,-207.89723,-12.494139,-35.183498,-12.566529,-208.13287,-12.417432,-33.502224,43.5148,6.3902,33.1338,-11.144,2.7097,53.753,3.6506,-43.4034,1.5829,-7.8531,-4,-32.1742,0.7695,19.6765,24.946,1.5042,3.7653,-124.73,25.9493,1.5071,2.1765,-29.6329,3.7467,99.4793,0,-7.057,-0.261,-0.784,-1.643,-7.057,-1.079,-0.671,-1.31,-28.603,-18.821,0.287,-0.031,-82.911,-47.424,1.57
829,ZINC20353393,0,-60.192451,-2.8468289,-229.77542,-8.7765064,-25.510582,-59.73724,-229.77455,-8.7765064,-25.510946,-10.798227,-229.77472,-8.7765064,-25.509266,-5.7217755,-229.64471,-8.7827978,-27.053173,-8.73878,-229.77679,-8.7765064,-25.508295,28.1206,2.0053,25.9316,-9.3769,-0.1638,41.7165,0.6338,-41.9983,1.6466,-6.4037,-0.5991,-35.8387,0.4672,21.3122,22.354,0.0158,1.026,-111.77,21.94,0.0048,0.3815,-22.3263,1.9484,88.3635,0,-4.927,-0.274,-0.717,-1.266,-4.927,-0.964,-0.481,-1.625,-25.689,-7.16,0.518,-0.016,-42.848,-32.849,0.341
830,ZINC20368953,0,-70.843933,-4.6962771,-153.87004,-10.303498,-28.375954,-99.537857,-153.86995,-10.303498,-28.376354,-15.722016,-153.86989,-10.303498,-28.376389,-5.8480067,-153.78792,-11.427921,-29.530598,-10.283017,-153.87006,-10.303498,-28.375708,35.9736,8.5539,23.3078,-2.3683,-2.2603,52.9447,4.8864,-38.652,0.1896,-8.6405,-5,-26.6175,0.407,20.7735,21.212,0.0832,0.3553,-106.06,24.9493,0.3138,0.3369,-25.6,4.5343,88.7686,2.1135,-6.837,-0.342,-0.928,-1.711,-6.837,-0.602,-0.382,-2.772,-22.402,-14.655,0.301,-0.063,-60.296,-37.058,2.407
831,ZINC20371033,0,-62.250629,-3.7943332,-47.97121,-9.4751177,-20.069901,-94.488693,-47.972248,-9.4751177,-20.07181,-15.601513,-47.971642,-9.4751177,-20.072596,-5.6167126,-47.920746,-9.8200407,-19.851274,-9.4707766,-47.970497,-9.4751177,-20.073606,32.3161,2.2367,26.4118,-1.9986,-4.2382,40.1948,1,-37.6798,0.2446,-6.4793,-1,-31.4411,0.3088,17.6346,21.758,2.1731,1.9503,-108.79,23.7568,1.8909,1.0045,-26.6523,4.4273,88.3128,1.542,-5.056,-0.266,-0.71,-1.282,-5.056,-0.872,-0.527,-1.804,-32.656,-5.589,0.618,0,-49.59,-38.245,1.378
832,ZINC20372732,0,-61.770355,-4.4647589,-97.369125,-10.914186,-34.116692,-92.693504,-97.369774,-10.914186,-34.115902,-14.362607,-97.370064,-10.914186,-34.113773,-5.9407239,-97.142853,-10.875753,-35.43697,-10.967004,-97.373039,-10.914186,-34.110779,34.7217,7.4285,20.8685,-2.2712,0.8701,43.9172,3.3667,-34.4001,0.2934,-4.593,-4,-25.6291,0.1926,17.6638,18.112,0,0.4482,-90.56,22.826,0.1971,0.4555,-23.4786,3.8812,82.7243,1.8138,-6.691,-0.352,-0.94,-1.696,-6.691,-0.93,-0.773,-1.873,-29.723,-12.256,0.21,0,-64.354,-41.979,3.704
833,ZINC20372868,0,-75.495125,-3.3411074,-98.299881,-9.6208677,-33.879719,-87.174957,-98.306816,-9.6208677,-33.87653,-12.062702,-98.305267,-9.6208677,-33.876427,-5.9078641,-98.077225,-11.638082,-34.629776,-9.6625872,-98.301971,-9.6208677,-33.879868,43.1562,4.3473,31.0285,-6.2131,2.3577,49.1501,1.9613,-37.9591,1.2303,-0.0164,-3,-35.856,0.2203,12.0429,14.424,0.1755,2.2056,-72.12,19.3818,0.2098,1.1885,-20.7801,1.8851,116.6428,1.8138,-5.88,-0.28,-0.773,-1.454,-5.88,-1.309,-0.433,-1.545,-33.547,-9.428,0.498,0,-62.541,-42.974,4.036
834,ZINC20372917,0,-67.330162,-3.951719,-83.315315,-9.823761,-35.022018,-76.632408,-83.315521,-9.823761,-35.017258,-12.641192,-83.31414,-9.823761,-35.021065,-5.897511,-83.366005,-10.868609,-34.698814,-9.8460913,-83.315063,-9.823761,-35.023575,34.6784,3.3418,25.4777,-5.6689,1.9737,44.5931,2,-36.4246,1.0738,-3.0642,-3,-31.3183,0.2141,20.6762,22.594,0.0402,1.8775,-112.97,22.513,0.7615,0.416,-23.6905,3.5066,96.2091,1.8586,-6.177,-0.294,-0.812,-1.527,-6.177,-1.185,-0.729,-1.592,-31.973,-10.764,0.543,0,-62.959,-42.737,5.123
835,ZINC20374570,0,-57.633793,-4.1083231,-135.11743,-11.36402,-35.573471,-92.049088,-135.11526,-11.36402,-35.575603,-14.264814,-135.11711,-11.36402,-35.573074,-6.1392298,-135.04854,-10.415702,-36.012226,-11.371436,-135.11571,-11.36402,-35.572983,32.8231,14.3927,18.0478,-7.6443,1.2589,42.3518,4.8979,-29.5805,0.9922,-2.1125,-5.9764,-22.0468,0.6007,20.3335,21.696,0.3098,1.0527,-108.48,24.4104,0.078,0.0592,-24.5476,4.7683,77.1165,2.2974,-6.433,-0.306,-0.845,-1.591,-6.433,-0.744,-0.803,-1.701,-32.66,-12.691,0.352,0,-67.677,-45.351,1.833
836,ZINC20375295,0,-84.761116,-2.9535625,-117.53177,-9.9288845,-29.651217,-95.347778,-117.53097,-9.9288845,-29.650162,-14.172377,-117.52906,-9.9288845,-29.65131,-5.7243128,-117.52608,-12.782255,-30.38168,-9.9624176,-117.52748,-9.9288845,-29.650604,11.9976,3.7847,26.5518,-2.3965,-25.8994,55.4573,2.832,-47.6661,1.8792,-2.6946,-4.6823,-42.265,0.0991,19.8207,25.508,1.9507,3.7366,-127.54,26.3198,3.3223,1.0615,-30.7036,4.4804,109.5639,1,-5.432,-0.286,-0.763,-1.377,-5.432,-1.659,0,-1.425,-34.686,-6.774,0.596,-0.194,-53.527,-41.46,4.105
837,ZINC20375887,0,-64.032547,-4.6696296,-162.97888,-10.135143,-28.777851,-83.027985,-162.98102,-10.135143,-28.783485,-9.1566935,-162.98282,-10.135143,-28.781618,-5.9296722,-162.65799,-11.280592,-31.419424,-9.8001204,-162.98174,-10.135143,-28.78237,2.4362,6.9921,23.7508,-7.9805,-29.2329,46.0265,4.6857,-35.1212,1.8748,-6.317,-6.429,-23.2003,0.4975,17.1342,19.286,0.3602,1.7916,-96.43,16.5524,0.2689,0.5136,-17.335,3.3184,59.0225,2.3961,-8.095,-0.352,-1.001,-1.957,-8.095,-0.907,-0.789,-2.793,-19.76,-19.13,0.351,-0.099,-72.369,-38.89,3.399
838,ZINC20390511,0,-57.023891,-4.1980696,29.145386,-10.771855,-32.763988,-103.34567,29.145306,-10.771855,-32.76405,-14.062119,29.14539,-10.771855,-32.764023,-5.7553835,29.160812,-10.883127,-33.683891,-10.805042,29.145273,-10.771855,-32.763695,33.3109,4.0707,22.8013,-2.5271,0.4154,53.8607,2.992,-45.0785,0.1144,-8.5012,-4.3883,-34.3311,0.1092,27.259,27.312,0.006,0.0471,-136.56,24.5842,0.0893,0.0467,-24.7202,1.8814,140.5739,1.3636,-5.036,-0.265,-0.707,-1.277,-5.036,-0.996,-0.322,-1.872,-28.594,-6.351,0.537,0,-45.098,-34.946,1.496
839,ZINC20394359,0,-45.628143,-2.5930996,24.373522,-9.5414181,-22.879953,-60.125801,24.374289,-9.5414181,-22.878441,-9.6421499,24.373358,-9.5414181,-22.878494,-4.6426015,24.334316,-10.723697,-22.650614,-9.7360783,24.372753,-9.5414181,-22.880962,23.9263,8.4917,13.6808,-4.0453,0.6688,33.3495,2.8038,-24.9429,0.9153,-3.2042,-4,-18.2055,0.4542,10.8814,11.992,0,1.1106,-59.96,18.4783,0.0098,0.035,-18.5231,1.8811,57.7806,0,-4.478,-0.32,-0.771,-1.231,-4.478,-0.832,-0.104,-2.1,-22.26,-4.612,0.363,0,-37.717,-26.872,0.008
840,ZINC20395842,0,-60.508953,-4.8089428,-208.59825,-12.870369,-33.25164,-90.584274,-208.59883,-12.870369,-33.252792,-11.331263,-208.59889,-12.870369,-33.252815,-6.0330167,-208.57466,-14.706812,-33.897675,-13.029173,-208.60129,-12.870369,-33.253002,39.8861,14.4835,25.586,-3.4729,-6.3052,54.2634,3.8292,-43.9003,0.9397,-4.9487,-5.8771,-35.1701,1.5555,25.0602,26.682,0.6067,1.015,-133.41,21.843,0.031,1.0096,-22.8836,3.6493,89.6734,2.0612,-6.663,-0.317,-0.875,-1.647,-6.663,-0.884,-0.542,-2.522,-29.937,-10.905,0.418,0,-71.5,-40.842,3.033
841,ZINC20395852,0,-58.817959,-3.3664637,-110.11871,-10.819713,-38.324841,-88.663368,-110.1189,-10.819713,-38.324802,-8.1900816,-110.11611,-10.819713,-38.323719,-5.4612255,-110.08823,-10.201582,-39.362644,-10.861615,-110.1175,-10.819713,-38.322891,29.9262,6.8529,18.159,-3.2941,1.3987,39.8372,3.3785,-30.0326,0.1884,-6.1283,-5.4306,-19.5304,0.9635,14.1447,15.736,0.2942,1.2972,-78.68,16.5776,0.1655,0.8628,-17.6058,3.8274,38.2994,2.0073,-5.86,-0.391,-0.963,-1.58,-5.86,-0.772,-0.68,-2.2,-27.62,-10.999,0.862,-0.038,-52.849,-38.619,10.752
842,ZINC20395861,0,-60.206417,-3.3168349,-70.289398,-10.10898,-38.866631,-75.34568,-70.28714,-10.10898,-38.864178,-7.4632459,-70.287109,-10.10898,-38.864223,-5.6527948,-70.356201,-10.095178,-39.987434,-10.056605,-70.288857,-10.10898,-38.865314,28.2532,7.7865,25.6452,-4.0387,-10.7568,43.3029,4.9735,-30.2422,0.154,-5.8942,-5.7971,-21.0074,1.7418,19.579,20.75,0.5588,0.6122,-103.75,22.0004,0.2806,0.1099,-22.3909,3.7958,82.8689,2.1338,-4.798,-0.267,-0.699,-1.233,-4.798,-0.667,-0.463,-1.504,-24.984,-11.33,0.875,-0.09,-52.514,-36.314,0.973
843,ZINC20396045,0,-62.749004,-5.312026,-161.68652,-13.470825,-37.262955,-102.23155,-161.68604,-13.470825,-37.264317,-15.790727,-161.68562,-13.470825,-37.263863,-6.3299122,-161.49225,-11.525695,-38.768932,-13.403811,-161.68687,-13.470825,-37.263824,28.3835,6.5734,20.0834,-4.8855,-0.9191,42.3193,3.88,-30.8206,0.181,-6.2227,-3,-22.5149,0.256,11.7162,14.786,1.5977,1.4721,-73.93,15.7797,1.6063,1.0731,-18.4591,4.871,46.6493,3.4171,-5.533,-0.263,-0.727,-1.368,-5.533,-0.776,-0.529,-2.083,-29.119,-12.16,1.135,0,-65.518,-41.28,4.056
844,ZINC20412585,0,-80.064224,-3.4579024,-91.975861,-12.401587,-42.214302,-105.19486,-91.978088,-12.401587,-42.220345,-19.380932,-91.979912,-12.401587,-42.213081,-6.7834721,-91.724388,-11.279867,-43.441841,-12.327612,-91.972511,-12.401587,-42.215057,24.4054,4.8236,27.6596,-6.6401,-11.8101,59.9515,3.3727,-50.8704,0.5491,-2.129,-5,-45.001,0.2272,22.4489,24.25,0.076,1.725,-121.25,21.8014,0.2141,1.4468,-23.4623,3.5839,111.2925,2.7379,-6.777,-0.242,-0.735,-1.564,-6.777,-1.285,-0.81,-0.774,-25.615,-21.349,0.652,-0.076,-73.15,-46.964,5.449
845,ZINC20423487,0,-58.615116,-2.8316712,-281.21518,-8.094821,-22.264008,-67.719131,-281.21234,-8.094821,-22.26436,-14.53766,-281.2103,-8.094821,-22.257813,-5.4052067,-280.74435,-10.845315,-22.514687,-7.9358096,-281.2132,-8.094821,-22.267281,-6.6356,0.5463,25.3962,-15.585,-26.5166,47.2383,2,-41.5256,0.324,-2.6647,-2,-38.4866,0.168,20.246,21.112,0.3785,0.4875,-105.56,20.1414,0.4087,0.4553,-21.0054,2.0518,74.1236,0,-5.387,-0.317,-0.815,-1.405,-5.387,-0.921,-0.492,-1.956,-23.854,-9.314,0.621,-0.05,-43.934,-33.168,0.457
846,ZINC20436913,0,-57.755409,-3.3353388,-143.05432,-12.927333,-32.135109,-83.718666,-143.05702,-12.927333,-32.137627,-14.781203,-143.05664,-12.927333,-32.137199,-6.4255276,-143.04338,-13.343596,-32.337322,-12.96612,-143.05537,-12.927333,-32.140682,32.1963,0,30.1748,-12.5393,3.2452,49.9018,0,-50.4891,2.1913,-4.6861,0,-47.2411,0.8037,18.2013,23.94,2.3268,3.4119,-119.7,20.1547,2.1414,0.066,-22.3621,0.9072,140.2727,1,-6.15,-0.246,-0.719,-1.458,-6.15,-0.988,-0.54,-1.301,-34.2,-11.732,0.209,-0.06,-65.505,-45.932,4.167
847,ZINC20444535,0,-52.952084,-3.9417779,-45.57653,-12.15308,-31.766472,-106.7651,-45.578999,-12.15308,-31.762472,-17.069466,-45.578766,-12.15308,-31.76387,-6.4389787,-45.521961,-10.252214,-33.430458,-11.864344,-45.578068,-12.15308,-31.764572,-13.0277,2.0496,23.1371,-40.7203,-6.1704,48.1066,1.992,-43.6179,3.2721,-5.8279,-1.7504,-38.7558,2.7831,26.0029,29.888,0.0497,3.8354,-149.44,27.7334,1.1217,1.8805,-30.7357,3.5539,114.4058,0,-5.572,-0.214,-0.635,-1.309,-5.572,-1.345,-0.338,-1.705,-31.055,-8.9,0.728,-0.024,-55.899,-39.956,5.181
848,ZINC20472681,0,-66.494507,-3.8112686,-137.86902,-9.2058887,-31.936335,-79.122856,-137.8638,-9.2058887,-31.942354,-10.434031,-137.86714,-9.2058887,-31.938414,-5.8896122,-137.73085,-11.66231,-32.364883,-9.2616482,-137.86911,-9.2058887,-31.937582,42.9579,2.4995,33.0297,-3.3899,-1.5676,53.8618,3.6042,-43.306,0.2123,-7.8931,-5,-31.4543,0.4288,18.9674,20.938,0.3042,1.6664,-104.69,20.6209,0.1527,0.5722,-21.3457,3.9032,73.9904,2.2765,-6.21,-0.296,-0.816,-1.535,-6.21,-0.899,-0.713,-1.671,-30.739,-13.945,0.701,0,-66.246,-44.684,2.882
849,ZINC20523641,0,-61.053253,-3.0777462,-233.85931,-9.9662066,-33.324554,-79.890266,-233.85982,-9.9662066,-33.324562,-15.200482,-233.8605,-9.9662066,-33.32254,-5.8072586,-233.78191,-10.5677,-32.751633,-10.003435,-233.85985,-9.9662066,-33.324326,-31.8502,9.6742,18.3396,-12.5781,-54.1632,48.753,5.5193,-34.6084,1.2907,-6.9109,-6.0473,-22.6502,0.5846,17.6992,20.584,0.0665,2.8183,-102.92,23.6946,0.0927,0.7729,-24.5602,4.3815,66.756,1.3143,-3.028,-0.189,-0.477,-0.803,-3.028,-0.851,-0.763,-2.189,-21.722,-13.899,3.954,-0.008,-45.591,-35.621,1.316
850,ZINC20527142,0,-48.827305,-2.5135038,-88.465286,-8.2877979,-26.94297,-61.49918,-88.463844,-8.2877979,-26.946947,-12.505165,-88.4645,-8.2877979,-26.944647,-5.0486631,-88.546448,-9.4575357,-27.10294,-8.3434134,-88.469505,-8.2877979,-26.942253,32.2706,9.9832,22.4093,-4.4419,-4.0835,34.6641,2.8169,-27.0026,0.4041,-4.2571,-3,-19.5706,0.8136,15.6831,16.204,0.0354,0.4855,-81.02,18.0031,0.1154,0.1896,-18.3082,2.7827,52.0848,1,-4.629,-0.309,-0.761,-1.248,-4.629,-0.819,-0.466,-2.063,-17.548,-7.244,0.757,-0.075,-36.653,-24.792,0.613
