Number,Label,Name,minimizedAffinity,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf_ahb,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
721,0,CHEMBL136633,-10.092,-5.729,-0.16399999999999998,-0.535,-1.258,-5.729,-1.3259999999999998,-0.32,-0.908,-47.734,-7.365,0.326,-0.01,-76.032,-55.1,5.827000000000001,47.5275,1.0118,38.2621,-5.8985,-0.1962,58.7612,0.9913,-57.838,2.1092,-3.7463,-1.0,-55.9563,0.0662,37.3335,39.346,0.1147,1.8977,-196.73,23.6607,0.1811,1.0653,-24.9071,0.7132,176.8765,1.4256,-89.367355,-7.041111900000001,130.03526000000002,-12.008627,-36.580872,-18.34379,130.10173,-12.296016,-35.586009999999995,-7.4703345,130.10173,-12.296016,-35.586009999999995,-142.02451000000002,130.10175,-12.296016,-35.586014,-12.278241,130.10173,-12.296016,-35.586009999999995
722,0,CHEMBL136936,-9.152,-6.479,-0.24,-0.72,-1.508,-6.479,-2.289,-0.16,-1.027,-36.245,-11.296,0.528,-0.025,-69.505,-47.541,3.241,46.7324,0.1016,44.7495,-10.0946,-4.805,78.90899999999998,0.52,-77.5197,1.895,-7.8856,-1.0,-70.7179,0.1104,40.5529,44.57,1.9575,2.0596,-222.85,33.8321,2.2904,1.1492,-37.2717,1.8783,259.8973,1.9101,-86.882851,-7.1177678,95.337929,-11.909399,-39.312664,-23.142277,95.527168,-11.936050999999999,-39.149105,-5.0943708,95.52716099999999,-11.936050999999999,-39.149105,-124.19456000000001,95.527168,-11.936050999999999,-39.149105,-12.030638,95.527168,-11.936050999999999,-39.149105
723,0,CHEMBL137196,-9.022,-6.5360000000000005,-0.251,-0.745,-1.535,-6.5360000000000005,-1.899,-0.35,-1.487,-39.792,-8.04,0.48,-0.086,-65.363,-47.832,2.357,46.1816,0.0691,36.0848,-2.8999,-0.6042,61.4398,0.9425,-59.0342,0.2641,-5.2149,-1.5406,-54.9562,0.1591,32.1569,33.03,0.7358,0.1373,-165.15,25.6834,0.6466,0.0982,-26.4281,0.8674,176.162,1.0,-68.392067,-6.5113311,17.614441,-10.694592,-32.896023,-15.117281,17.668377,-10.617465,-31.732063,-3.9064348,17.668377,-10.617465,-31.732063,-88.47878299999999,17.668377,-10.617465,-31.732056,-10.60042,17.668377,-10.617465,-31.732059000000003
724,0,CHEMBL137487,-10.726,-7.325,-0.203,-0.672,-1.598,-7.325,-2.568,-0.391,-0.119,-44.456,-16.599,0.784,-0.319,-92.626,-61.056,7.7360000000000015,38.2614,0.5571,45.0593,-6.7282,-17.524,72.743,0.9263,-71.8354,1.9244,-8.6437,-2.3081,-63.2024,1.3261,43.3434,48.438,1.4926,3.602,-242.19,31.1513,2.4144,2.1374,-35.7031,2.7317,234.4869,2.475,-104.33453,-7.7700682,-123.15523999999999,-12.932951,-41.487377,-22.329451000000002,-123.38853999999999,-12.565719999999999,-39.826972999999995,-5.6234082999999995,-123.38797,-12.565719999999999,-39.826851,-136.14958000000001,-123.38852,-12.565719999999999,-39.826980999999996,-12.568442,-123.38853,-12.565719999999999,-39.826977
725,0,CHEMBL138069,-9.469,-6.247999999999998,-0.24,-0.7120000000000001,-1.467,-6.247999999999998,-2.334,-0.316,-1.315,-39.727,-4.377,0.473,-0.113,-60.745,-44.104,0.628,41.9652,0.0,40.7343,-1.5143,-12.5301,58.9267,0.0,-59.4528,0.2921,-8.5512,0.0,-53.0773,0.4157,35.6903,38.602,1.3882,1.5235,-193.01,29.4663,1.0666,1.467,-31.9998,1.8952,197.7338,1.1503,-74.755302,-6.309254599999999,18.420738,-10.296467999999999,-32.813648,-14.916228,18.57019,-8.8480091,-31.851090999999997,-4.7019072,18.569334,-8.8480091,-31.850237,-113.45988,18.570595,-8.8480091,-31.853302000000003,-8.7484837,18.569515,-8.8480091,-31.850533000000002
726,0,CHEMBL138594,-10.258,-5.381,-0.149,-0.494,-1.1740000000000002,-5.381,-0.8590000000000001,-0.449,-0.071,-36.907,-18.403,0.764,-0.161,-74.888,-55.31,7.525,4.2494,1.0953,43.606,-5.3167,-51.4874,65.3525,0.8320000000000001,-66.8908,2.3786,-11.1318,-3.4373,-55.6077,0.3741,40.9734,43.22,0.1679,2.0787,-216.1,26.4815,0.0982,1.2368,-27.8165,1.3277,211.8541,2.6895,-129.72122,-8.8774548,-31.800045,-12.649726,-54.692496999999996,-28.364748,-31.614494,-13.627229999999999,-54.202164,-4.7278194000000004,-31.614494,-13.627229999999999,-54.202164,-156.4593,-31.614494,-13.627229999999999,-54.202164,-13.637575,-31.614494,-13.627229999999999,-54.202164
727,0,CHEMBL138603,-9.87,-5.345,-0.153,-0.5,-1.173,-5.345,-1.01,0.0,-1.347,-41.139,-6.104,0.214,-0.229,-61.602,-47.243,3.245,32.0224,8.8088,26.9011,-12.2142,-1.5613,52.2352,3.992,-41.3897,4.8463,-8.4396,-3.8329,-32.794000000000004,3.2868,10.175,19.604,0.0515,9.3775,-98.02,23.3909,0.1606,2.8476,-26.399,4.9066,38.7267,0.0,-95.119286,-6.745288799999999,-78.427559,-13.385439000000002,-38.743481,-17.293726,-78.336967,-12.002841,-38.617649,-3.6461403,-78.336967,-12.002841,-38.617653000000004,-167.18536,-78.336967,-12.002841,-38.617649,-11.961827,-78.336967,-12.002841,-38.617649
728,0,CHEMBL138822,-9.185,-5.823,-0.21600000000000005,-0.647,-1.355,-5.823,-1.5830000000000002,-0.177,-1.507,-39.262,-5.997000000000001,0.434,-0.127,-59.871,-45.25899999999999,2.251,45.06100000000001,1.2839,34.4173,-1.8279,-1.7186,55.517,1.649,-51.4985,0.5187,-3.409,-2.049,-48.7215,0.9014,32.7677,33.952,0.413,0.7713,-169.76,24.4014,0.3935,0.1371,-24.932,2.3841,120.0778,1.0,-70.07594300000001,-6.600484799999999,46.118988,-10.188436,-32.829144,-16.912678,46.138275,-11.161727,-31.085928000000003,-4.277637,46.138275,-11.161727,-31.085928000000003,-113.63193000000001,46.138275,-11.161727,-31.085928000000003,-11.17216,46.138275,-11.161727,-31.085928000000003
729,0,CHEMBL138915,-9.079,-6.357,-0.159,-0.5429999999999999,-1.356,-6.357,-1.581,-0.278,-0.701,-48.56800000000001,-11.548,0.467,-0.103,-80.648,-60.11600000000001,13.130999999999998,43.3832,2.459,41.5542,-7.7731,-8.4398,66.6459,1.0876,-61.917,2.6122,-4.99,-2.3338,-56.0943,0.5078,40.2835,46.898,1.976,4.6385,-234.49,19.574,2.5495,2.5839,-24.7074,2.6122,189.0246,4.5364,-112.28011000000001,-8.6061735,-129.12,-12.743319999999999,-51.056129,-24.974558,-129.12169,-13.88582,-50.265289,-5.2121015,-129.12169,-13.88582,-50.265289,-161.7608,-129.12169,-13.88582,-50.265289,-13.845543,-129.12169,-13.88582,-50.265289
730,0,CHEMBL138949,-11.03,-4.824,-0.134,-0.442,-1.053,-4.824,-2.0,-0.129,-0.154,-45.533,-3.51,0.355,-0.094,-63.57,-49.043,0.947,43.2483,6.0,31.6367,-4.7973,-1.4549,51.5385,0.0059,-53.6042,1.2498,-5.3774,-0.0902,-49.0425,0.2978,42.4423,44.86,1.168,1.2497,-224.3,32.1948,1.1923,0.3486,-33.7357,1.7459,213.5409,1.0,-116.66018999999999,-7.4136357,62.16964,-12.36005,-42.730167,-24.441828,62.12738,-11.536978999999999,-41.056438,-5.007842500000001,62.12738,-11.536978999999999,-41.056438,-145.38701,62.12738,-11.536978999999999,-41.056438,-11.480765,62.12738,-11.536978999999999,-41.056438
731,0,CHEMBL139430,-10.022,-6.274,-0.261,-0.754,-1.5019999999999998,-6.274,-1.653,-0.237,-1.362,-25.945,-12.112,0.37,-0.278,-59.402,-38.057,1.459,51.8416,20.0,27.7527,-4.5615,-1.7568,58.2349,3.9349,-47.1684,0.5667,-5.2647,-2.3280000000000003,-40.1476,0.0336,32.5622,35.184,1.6897,0.9321,-175.92,28.2499,1.4197,0.2948,-29.9645,1.7986,157.9249,0.0,-87.34841899999999,-6.1625528,-166.56139,-11.524314,-35.866875,-12.920316,-166.5596,-11.011946,-36.251579,-4.5444922,-166.5596,-11.011946,-36.251579,-101.86950999999999,-166.5596,-11.011946,-36.251579,-10.99415,-166.5596,-11.011946,-36.251579
732,0,CHEMBL139461,-8.64,-6.443,-0.268,-0.774,-1.5419999999999998,-6.443,-1.998,-0.443,-1.272,-37.444,-7.991,0.4920000000000001,-0.151,-62.425,-45.435,1.84,41.7341,1.0629,32.691,-0.8978,-3.3811,62.3171,1.0,-59.7296,0.2567,-6.995,-1.1472,-52.9096,0.0004,27.1647,28.886,0.2077,1.5136,-144.43,27.8892,0.3071,1.4407,-29.637,1.8943,174.2729,1.0,-78.655472,-5.8904076,-10.548744000000001,-10.388186,-26.339626000000003,-13.907870999999998,-10.630052000000001,-9.6773558,-24.771901999999997,-2.9889297000000004,-10.630051,-9.6773558,-24.7719,-94.02514599999999,-10.630052000000001,-9.6773558,-24.771901999999997,-9.6108227,-10.630053,-9.6773558,-24.771901999999997
733,0,CHEMBL139527,-10.006,-5.162000000000001,-0.147,-0.482,-1.133,-5.162000000000001,-1.7380000000000002,-0.196,-0.241,-48.23,-5.522,0.407,-0.154,-69.13600000000001,-53.752,4.416,54.1334,9.44,36.4404,-8.1995,2.7872,62.6705,3.5198,-55.1269,3.143,-7.465,-4.0,-44.8288,0.2654,31.3476,34.07,0.1154,2.6071,-170.35,31.3495,0.3483,0.8125,-32.5103,3.5586,151.3219,1.0,-122.1805,-7.1475005000000005,39.848541,-14.196266,-41.2034,-19.460094,39.954914,-14.384739000000001,-38.885597,-4.030216200000001,39.955456,-14.384739000000001,-38.885326,-151.46303,39.955215,-14.384739000000001,-38.885178,-14.528378,39.954674,-14.384739000000001,-38.884865000000005
734,0,CHEMBL139591,-9.723,-5.901,-0.219,-0.6559999999999999,-1.374,-5.901,-1.375,-0.16,-1.546,-36.35,-9.015,0.45,-0.1,-62.155,-45.365,0.35100000000000003,45.3392,1.1574,37.9576,-4.902,-3.1079,66.4051,1.0,-65.244,0.9221,-5.1572,-1.0,-59.282,0.101,37.1146,40.27,1.6877,1.4676,-201.35,31.2325,1.6774,1.679,-34.5889,0.0,248.7941,0.0,-76.737122,-6.1272159,72.52179699999999,-10.779173,-27.907815999999997,-17.839128,72.549583,-9.810235,-26.429785,-3.3909168,72.549583,-9.810235,-26.429785,-110.83125,72.549583,-9.810235,-26.429785,-9.8085737,72.549583,-9.810235,-26.429785
735,0,CHEMBL139721,-9.341,-5.199,-0.217,-0.625,-1.244,-5.199,-1.085,-0.16,-1.587,-30.73,-7.31,0.366,-0.1,-50.434,-38.04,0.365,42.3303,2.1326,31.2526,-3.4668,0.6923,57.3018,0.845,-56.4417,0.8386,-1.3861,-0.7469,-55.4583,0.0,28.1918,30.642,1.9728,0.4775,-153.21,29.0339,3.204,0.5143,-32.7523,1.0,204.5494,0.0,-72.364273,-5.861155,92.986313,-10.256008,-23.062901,-15.733557000000001,93.000191,-9.679793400000001,-21.679625,-5.800836599999999,93.000191,-9.679793400000001,-21.679625,-88.483253,93.000191,-9.679793400000001,-21.679623,-9.690980900000001,93.000191,-9.679793400000001,-21.679625
736,0,CHEMBL139785,-11.102,-4.672,-0.13,-0.429,-1.019,-4.672,-1.972,0.0,-0.211,-48.445,-2.6830000000000003,0.355,-0.02,-65.738,-51.128,0.643,57.8848,2.0,41.4062,-5.8521,4.8033,64.3185,0.95,-64.3162,1.6649,-7.8438,-1.2799,-57.7736,1.3088,43.3424,46.074,1.3887,1.3430000000000002,-230.37,30.7431,1.4759,0.4771,-32.6962,0.9815,226.4792,1.0,-69.125069,-7.326563799999999,90.961632,-12.088511,-35.816414,-21.364241,90.937866,-12.740217999999999,-34.548187,-5.1986555999999995,90.937813,-12.740217999999999,-34.548309,-114.29173,90.938263,-12.740217999999999,-34.548435,-12.718561,90.938477,-12.740217999999999,-34.548744
737,0,CHEMBL13983,-9.546,-6.119,-0.204,-0.634,-1.39,-6.119,-1.237,-0.467,-0.733,-38.296,-14.012,0.5820000000000001,-0.247,-73.33800000000002,-52.307,6.709,35.3491,12.4161,38.0938,-6.3439999999999985,-23.102,57.0921,0.9516,-55.4916,0.9458,-4.2624,-1.0,-52.4037,0.1999,35.0374,37.09,0.0423,2.0103,-185.45,25.5579,0.3651,0.8699,-26.7929,0.9909,180.0795,1.1977,-79.704132,-7.5684996,30.089764000000002,-11.500351,-46.79929,-24.632675,30.150993,-10.743832000000001,-45.541592,-3.9930575,30.156846999999996,-10.743832000000001,-45.541775,-119.73206,30.157234000000003,-10.743832000000001,-45.541489,-10.694094,30.151007,-10.743832000000001,-45.541771000000004
738,0,CHEMBL139836,-9.449,-5.933,-0.228,-0.6759999999999999,-1.393,-5.933,-1.722,-0.275,-1.162,-32.735,-14.956,1.242,-0.136,-73.043,-47.691,3.988,40.9534,11.2706,34.6114,-10.5823,-7.3256,67.4921,2.9760000000000004,-61.2636,1.6677,-7.6138,-2.9903,-53.0051,1.4501,24.7304,26.056,0.096,1.2296,-130.28,26.7872,0.096,0.9073,-27.7904,2.6921,170.5825,2.5935,-70.998253,-6.437549099999999,-36.213959,-13.341693,-37.194733,-18.738064,-36.144501,-10.228421,-41.786995000000005,-3.7784587999999997,-36.137809999999995,-10.228421,-41.791996000000005,-134.03516000000002,-36.13905,-10.228421,-41.794178,-10.804852,-36.136951,-10.228421,-41.794594000000004
739,0,CHEMBL140014,-8.998,-5.291,-0.212,-0.619,-1.254,-5.291,-1.939,-0.16,-1.28,-38.342,-7.074,1.168,-0.102,-60.418,-45.417,2.391,34.2336,0.586,39.3887,-7.0541,-13.4578,57.8841,1.0,-57.1563,1.3155,-7.8018,-1.0,-50.0187,0.0937,28.5859,31.08,0.9384,1.5556,-155.4,25.8887,2.0638,1.3539,-29.3064,2.1673,191.2239,2.26,-66.333138,-6.1265121,66.70929,-10.4081,-32.520119,-19.575573000000002,66.700073,-9.0059958,-31.076469,-2.3517959,66.699318,-9.0059958,-31.075676,-108.75804,66.699425,-9.0059958,-31.075784999999996,-9.0133648,66.699547,-9.0059958,-31.075926000000003
740,0,CHEMBL140042,-9.456,-4.7010000000000005,-0.174,-0.522,-1.094,-4.7010000000000005,-1.742,-0.2,-0.952,-34.805,-3.653,0.591,-0.11,-50.698,-38.458,1.004,51.734,0.0,38.2147,-2.8151,2.0039,63.4142,0.0,-65.014,0.8336,-4.2227,-1.0,-63.3134,1.7848,33.342,35.994,0.0077,2.6442,-179.97,27.0626,0.3859,2.7952,-30.2438,2.6788,180.3334,2.0634,-68.348061,-6.7070546,-54.801689,-11.176632000000001,-33.443371,-19.797344,-54.847614,-10.695482,-32.114319,-4.9317451,-54.848620999999994,-10.695482,-32.113873,-131.81654,-54.846934999999995,-10.695482,-32.115035999999996,-10.643455,-54.84779399999999,-10.695482,-32.114693
741,0,CHEMBL140139,-10.084,-5.546,-0.158,-0.518,-1.218,-5.546,-0.61,-0.195,-0.925,-40.152,-13.423,0.325,-0.12,-75.202,-53.574,6.957999999999998,43.8062,0.0,39.3156,-5.08,-5.1727,48.6358,0.0,-52.5733,0.9065,-8.0333,0.0152,-46.7144,0.3107,30.1892,33.878,0.7045,2.9843,-169.39,23.0019,0.7665,1.7985,-25.5668,0.8349,180.9342,1.5121,-116.88173,-6.9975319,118.30991000000002,-12.31137,-39.213589,-17.012012,118.4855,-11.935496,-39.12735,-4.1911621,118.4855,-11.935496,-39.127373,-126.87499,118.4855,-11.935496,-39.127346,-12.025389,118.4855,-11.935496,-39.127354
742,0,CHEMBL140167,-9.435,-5.372999999999998,-0.215,-0.628,-1.274,-5.372999999999998,-1.265,-0.155,-1.433,-30.749,-8.122,0.336,-0.1,-51.058,-38.87,0.171,38.1999,0.9243,29.4577,-5.2372,2.0084,55.2238,0.9913,-54.7594,1.2555,-0.6213,-0.7866,-54.3745,0.0,26.8247,28.704,0.1184,1.7608,-143.52,28.2726,2.1662,1.8679,-32.3067,0.708,209.0774,0.0,-91.171448,-5.6860638,58.63146999999999,-10.042334,-27.276822999999997,-16.357166,58.645568999999995,-8.990057,-25.229549,-4.6888857,58.64402,-8.990057,-25.225548,-109.43996000000001,58.646011,-8.990057,-25.230551000000002,-8.9591055,58.645481000000004,-8.990057,-25.229498
743,0,CHEMBL140170,-8.458,-5.8610000000000015,-0.17800000000000002,-0.57,-1.3030000000000002,-5.8610000000000015,-1.277,-1.18,-0.325,-30.546,-13.038,0.778,-0.374,-61.058,-43.584,4.803,16.7854,14.5463,29.4611,-9.9222,-28.3476,61.06800000000001,8.4269,-38.7907,1.7559,-4.0144,-8.0458,-28.7586,0.4270000000000001,32.968,35.35,0.5882,1.7938,-176.75,23.1632,0.9069,1.3213,-25.3913,3.5965,155.3922,4.0163,-91.509697,-7.6554451,-223.2132,-13.617712,-39.838122999999996,-15.446072000000001,-223.26347,-13.613565,-39.011578,-4.7872596,-223.26347,-13.613565,-39.011578,-147.40843,-223.26347,-13.613565,-39.011578,-13.631673999999999,-223.26347,-13.613565,-39.011578
744,0,CHEMBL140199,-9.103,-5.167999999999998,-0.191,-0.574,-1.203,-5.167999999999998,-2.222,-0.32,-1.095,-37.774,-1.075,0.546,-0.027000000000000003,-51.643,-38.85,2.977,44.2648,7.9831,29.9444,-2.9784,-1.9135,66.8125,4.648,-51.9164,0.5663,-4.6854,-3.0,-45.1625,0.1293,36.5724,37.368,0.1648,0.6308,-186.84,29.8222,0.2411,0.3245,-30.3877,2.6394,180.0006,1.9406,-80.452095,-6.595714999999999,-64.61367,-11.843849,-34.086739,-20.145789999999998,-64.256668,-11.964245,-33.096439000000004,-4.625223200000001,-64.259514,-11.964245,-33.094265,-126.14798,-64.257492,-11.964245,-33.096188,-11.925575,-64.259537,-11.964245,-33.093601
745,0,CHEMBL140228,-10.241,-6.127000000000002,-0.17,-0.562,-1.337,-6.127000000000002,-2.888,0.0,-0.596,-47.137,-6.082999999999998,0.6970000000000001,-0.07200000000000001,-77.985,-53.22,2.447,43.2233,0.5502,41.8954,-10.0789,-4.8542,66.4871,0.944,-67.303,2.0309,-6.6101,-1.0,-59.3748,0.136,31.2756,34.06,0.9468,1.8376,-170.3,28.8307,0.998,1.5486,-31.3772,0.9621,232.1841,1.7506,-98.603462,-8.3248787,-19.402576,-12.27538,-47.394318,-25.02747,-19.344234,-12.911238,-46.456314,-6.8643451,-19.344234,-12.911238,-46.456314,-143.078,-19.344234,-12.911238,-46.456314,-12.903446,-19.344234,-12.911238,-46.456314
746,0,CHEMBL140290,-10.972,-5.09,-0.141,-0.467,-1.111,-5.09,-1.121,-0.494,-0.187,-46.562,-7.928,0.411,-0.181,-71.73,-54.49100000000001,1.76,42.5681,1.7174,38.4572,-13.8127,1.7848,66.5415,1.992,-63.2064,4.1024,-8.0636,-2.8305,-54.4439,0.2108,41.5802,49.124,2.0885,5.4554,-245.62,34.5358,1.8789,1.2173,-37.632,2.0536,216.1782,0.0,-97.015709,-8.3550253,-106.62807,-12.086485,-45.065926,-21.927364,-106.60588,-13.200704,-43.037468,-3.9382212,-106.60588,-13.200704,-43.037468,-153.96851,-106.60587,-13.200704,-43.037411,-13.231035,-106.60587,-13.200704,-43.037468
747,0,CHEMBL140306,-10.278,-6.207000000000002,-0.188,-0.603,-1.381,-6.207000000000002,-1.529,-0.456,-0.952,-37.99,-9.556,0.443,-0.381,-63.799,-47.54600000000001,3.513,42.5364,0.8435,39.7777,-10.7496,-2.2519,63.4837,2.0,-57.8137,3.0763,-10.1422,-2.539,-46.9173,0.6232,21.5887,27.674,0.0901,5.9952,-138.37,23.1633,1.473,1.5725,-26.2088,2.8578,95.5868,0.0,-106.94748,-6.8263373,-16.351475,-13.839692000000001,-34.416911999999996,-12.530333,-18.811848,-12.149347,-32.958294,-2.1393991000000003,-18.817844,-12.149347,-32.94968,-130.48161000000002,-18.820664999999998,-12.149347,-32.955017,-12.127737,-18.818251,-12.149347,-32.953606
748,0,CHEMBL140361,-10.133,-5.285,-0.155,-0.504,-1.168,-5.285,-1.886,-0.227,-0.47,-48.265,-4.788,0.449,-0.02,-67.992,-53.053,7.7429999999999986,36.2226,6.2524,30.9936,-11.1171,-1.529,58.0199,3.6816,-49.0141,1.1701,-5.363,-3.0,-40.3622,0.2516,36.0385,37.04,0.5891,0.4124,-185.2,29.5825,0.2764,0.3286,-30.1875,0.8155,221.5607,1.5387,-66.721085,-6.8259058,-58.757220999999994,-12.547564999999999,-36.448288,-22.835629,-59.190575,-12.497375,-35.737175,-4.7608533,-59.199379,-12.497375,-35.745914,-150.20726000000002,-59.190128,-12.497375,-35.734726,-13.881507999999998,-59.189944999999994,-12.497375,-35.729504
749,0,CHEMBL140525,-9.56,-5.575,-0.155,-0.511,-1.216,-5.575,-2.281,0.0,-0.604,-50.868,-6.433,0.862,-0.044,-73.949,-57.302,11.687,41.2819,3.6685,40.4447,-11.1926,-6.8055,84.7777,3.7994,-77.6736,2.4199,-9.9751,-6.0,-64.3074,0.3571,40.0664,46.424,0.4856,5.872000000000001,-232.12,28.6233,0.2748,3.9095,-32.8076,3.7556,212.9291,3.9565,-86.561607,-8.4257107,11.416427,-11.005478,-47.788055,-19.191887,10.573936999999999,-12.211858,-44.890694,-5.0314846,10.574299,-12.211858,-44.890755,-139.32549,10.572282000000001,-12.211858,-44.890353999999995,-12.295577,10.573788,-12.211858,-44.890282
750,0,CHEMBL140530,-8.87,-6.164,-0.257,-0.741,-1.475,-6.164,-0.7040000000000001,-0.6509999999999999,-1.211,-26.768,-20.635,1.08,-0.244,-69.596,-47.403,5.612,55.1356,14.7923,38.3216,-5.0891,-7.2597,68.734,3.0,-60.7431,1.0582,-7.4017,-3.438,-51.1125,0.292,31.5371,34.806,0.0207,3.2482,-174.03,26.5488,0.1913,3.2827,-30.0229,3.3818,162.4357,2.249,-74.540741,-6.681313,2.3239919999999996,-11.460415,-35.421597,-17.757046,2.3695991000000003,-10.987828,-34.042091,-3.4078913,2.369592,-10.987828,-34.042099,-105.32946000000001,2.369592,-10.987828,-34.042099,-10.967128,2.3696005,-10.987828,-34.042091
751,0,CHEMBL140608,-9.705,-5.747000000000001,-0.205,-0.623,-1.327,-5.747000000000001,-1.389,-0.285,-0.873,-36.607,-13.342,0.8,-0.16899999999999998,-69.471,-49.949,4.668,40.8038,0.5843,42.2559,-5.242000000000001,-12.6403,61.1037,1.9825,-58.9414,1.9708,-0.5339,-1.9737,-58.7372,0.3397,37.2777,39.602,0.7463,1.578,-198.01,29.3299,2.8221,0.3862,-32.5382,1.9937,205.9008,1.4419,-90.16436,-7.788426400000001,4.193758,-13.755966,-48.257,-23.152243,4.324236900000001,-13.561442000000001,-47.752926,-4.29106,4.324236900000001,-13.561442000000001,-47.752926,-125.29726000000001,4.324236900000001,-13.561442000000001,-47.752926,-13.604120000000002,4.324236900000001,-13.561442000000001,-47.752926
752,0,CHEMBL140696,-10.465,-5.638,-0.182,-0.5710000000000001,-1.272,-5.638,-1.144,-0.417,-0.406,-38.13,-11.901,0.477,-0.455,-64.866,-50.03100000000001,7.445,39.1813,7.5848,30.1142,-11.0527,1.2422,51.9753,3.1082,-43.8916,1.9646,-8.0102,-4.0,-32.5839,0.4804,39.1994,44.782,0.6545,4.928,-223.91,28.0899,2.3704,1.7409,-32.2011,3.2525,135.536,0.0,-91.723175,-7.1138091,-190.95981,-12.356613000000001,-42.336662,-17.925266,-190.92174,-11.136334,-41.379803,-4.9145055,-190.92174,-11.136334,-41.379803,-141.26263,-190.92174,-11.136334,-41.379803,-11.097308,-190.92174,-11.136334,-41.379803
753,0,CHEMBL140805,-10.084,-3.575,-0.105,-0.341,-0.79,-3.575,-0.8370000000000001,-0.16,-0.621,-45.722,2.071,0.31,-0.292,-50.084,-43.651,3.835,46.4499,8.2294,33.2476,-12.2952,4.8002,54.2584,4.632,-41.1583,4.591,-8.3004,-4.0,-32.6666,1.5764,12.9746,22.118,0.006,9.1374,-110.59,21.3892,0.0177,2.8956,-24.3024,3.9396,48.4123,0.0,-92.302666,-6.9566045,-16.170579999999998,-13.43232,-36.609684,-14.5701,-16.134184,-11.392572,-35.158546,-5.048571599999999,-16.134184,-11.392572,-35.158546,-123.83058999999999,-16.134184,-11.392572,-35.158546,-11.382889,-16.134184,-11.392572,-35.158546
754,0,CHEMBL140811,-9.544,-6.575,-0.235,-0.713,-1.518,-6.575,-1.519,-0.152,-0.8420000000000001,-27.983,-21.734,0.8190000000000001,-0.222,-76.454,-49.717,5.73,-3.4064,0.0,42.2854,-3.7782,-57.7706,74.8469,0.0,-78.2633,0.8788,-6.9551,-0.8288,-72.8244,0.1724,36.9805,39.25,1.4558,0.8137,-196.25,28.709,2.1485,0.7561,-31.6137,1.9697,207.8859,1.8624,-89.840553,-6.5044708,19.386675,-12.188203999999999,-37.145245,-20.457556,19.444101,-11.512071,-35.94445,-3.5222599999999997,19.441412,-11.512071,-35.940917999999996,-145.82747,19.4447,-11.512071,-35.945625,-11.977847,19.444578,-11.512071,-35.940616999999996
755,0,CHEMBL140874,-10.587,-5.234,-0.154,-0.499,-1.156,-5.234,-1.6230000000000002,-0.16,-0.475,-36.462,-9.057,0.392,-0.187,-60.729,-45.519,1.833,63.6445,0.0,49.3997,-1.4366,-2.8434,74.7658,0.0,-75.6351,0.4821,-8.6479,-1.2556,-67.3617,1.2511,30.7959,31.122,0.0727,0.2534,-155.61,28.4277,0.2095,0.2122,-28.8494,0.7928,212.002,1.5948,-108.63718999999999,-7.4835339,-35.313782,-11.239469999999999,-40.089752000000004,-24.317352,-35.224476,-11.694973,-37.412659000000005,-5.655790799999999,-35.224476,-11.694973,-37.412659000000005,-126.77712,-35.224476,-11.694973,-37.412659000000005,-11.700600999999999,-35.224476,-11.694973,-37.412659000000005
756,0,CHEMBL140999,-10.608,-4.846,-0.14300000000000002,-0.462,-1.071,-4.846,-1.2,-0.2,-0.8,-39.659,-8.184,0.6829999999999999,-0.118,-65.78399999999999,-47.842,2.8280000000000003,-11.0151,1.3631,43.2397,-13.4119,-58.4208,63.7282,0.0,-68.2622,3.105,-9.7574,0.0,-58.8433,0.2298,30.9562,34.76,0.5578,3.2460000000000004,-173.8,29.3074,0.0964,2.3453,-31.7492,1.2514,221.5714,1.4977,-68.584641,-7.312746000000001,25.433819,-13.481645,-37.311465999999996,-24.295185,25.477121,-11.944844999999999,-35.925247,-4.4163928,25.479095,-11.944844999999999,-35.927986,-156.46018999999998,25.479094,-11.944844999999999,-35.927982,-11.957148,25.479095,-11.944844999999999,-35.927986
