Number,Label,Name,minimizedAffinity,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf_ahb,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
438,0,CHEMBL1160515,-10.907,-5.349,-0.137,-0.465,-1.147,-5.349,-1.059,-0.408,-0.334,-42.172,-11.496,0.337,-0.052,-73.396,-53.668,3.164,62.1039,1.2141,47.6238,-8.736,4.1432,64.2832,2.7666,-58.2219,2.8652,-9.1196,-8.0692,-46.2442,3.8361,30.8526,32.39,0.1324,1.4049,-161.95,17.7184,0.0873,0.1729,-17.9786,2.0447,92.0143,1.9908,-110.21863,-8.083046,-204.53691,-14.164102,-53.179333,-11.413935,-204.65443,-14.3757,-52.535419,-6.1633506,-204.65453,-14.3757,-52.535316,-100.52666,-204.65454,-14.3757,-52.535271,-14.270581,-204.65448,-14.3757,-52.535385
439,0,CHEMBL1161033,-7.776,-5.558,-0.232,-0.668,-1.33,-5.558,-0.708,-0.395,-1.307,-29.615,-13.593,0.634,-0.263,-60.781,-43.208,4.546,30.5643,5.3342,25.7445,-8.5923,-1.5764,52.1311,3.2708,-43.6193,1.0784,-2.9713,-8.7806,-33.529,0.7472,18.3171,20.956,0.1998,2.4391,-104.78,18.0509,0.3438,1.9596,-20.3544,3.5509,74.5359,2.2291,-69.290298,-6.4499202,-307.38998,-14.063316,-37.935085,-11.845934,-309.63165,-12.488989,-34.332111,-3.3633125,-309.41052,-12.488989,-35.229958,-92.257843,-309.36957,-12.488989,-35.323669,-11.395737,-309.63522,-12.488989,-34.339355
440,0,CHEMBL1161035,-8.402,-6.342,-0.235,-0.705,-1.476,-6.342,-0.992,-0.561,-1.289,-27.803,-17.317,0.487,0,-68.362,-45.12,6.566,34.494,12.0947,21.1244,-5.4583,-1.1884,50.5325,4,-39.6221,0.6994,-7.8724,-3.0421,-29.6983,0.3111,24.9064,25.806,0.1461,0.7535,-129.03,15.0921,0.0354,0.1549,-15.2824,2.9625,77.1628,3.5626,-104.32938,-6.5251803,-152.58408,-13.377636,-38.702438,-13.171597,-153.97618,-13.796053,-34.821621,-5.9916511,-153.96942,-13.796053,-34.807892,-151.5587,-153.97252,-13.796053,-34.826668,-12.577696,-153.97171,-13.796053,-34.814861
441,0,CHEMBL1161290,-8.4,-5.494,-0.196,-0.596,-1.268,-5.494,-2.311,0,-1.177,-33.999,-7.976,0.891,-0.001,-54.099,-41.976,8.379,33.5909,6.3907,36.8291,-13.1227,-10.317,63.3407,3.992,-55.3638,2.6644,-5.0722,-4.7482,-45.8098,0.0959,22.7292,24.79,1.2334,0.8274,-123.95,12.9776,1.069,0.6321,-14.6787,2.8434,88.6141,4.1665,-53.166298,-7.3677931,-41.186001,-10.772347,-31.8869,-23.096708,-41.295029,-12.225387,-31.078983,-4.3225927,-41.295029,-12.225387,-31.078983,-96.474579,-41.295029,-12.225387,-31.078983,-12.241247,-41.295029,-12.225387,-31.078983
442,0,CHEMBL1161432,-9.662,-7.904,-0.188,-0.654,-1.668,-7.904,-2.014,-0.598,-1.03,-51.79,-12.818,0.517,-0.267,-104.481,-64.608,11.889,39.4278,4.549,34.4025,-7.7749,-4.6498,63.5568,3.001,-56.0363,1.7234,-8.9325,-7.3187,-41.9498,0.7198,25.6258,28.44,0.8105,2.0037,-142.2,17.5963,1.4338,0.9584,-19.9885,5.1881,100.7546,5.7062,-117.21684,-8.8997736,-340.9277,-14.506256,-59.022526,-20.047998,-341.0752,-15.608125,-57.751244,-3.7435582,-341.07513,-15.608125,-57.751236,-150.47575,-341.07587,-15.608125,-57.750515,-15.635137,-341.07526,-15.608125,-57.751293
443,0,CHEMBL1161742,-9.111,-5.238,-0.131,-0.448,-1.117,-5.238,-2.043,-0.372,-0.107,-40.835,-9.068,0.689,-0.003,-65.654,-49.903,3.087,-0.8514,2.3033,34.0936,-14.6261,-35.4071,70.3353,3.1651,-64.4748,3.3218,-9.0998,-5,-51.1599,0.2353,24.012,28.806,0.4493,4.3447,-144.03,17.0532,0.0701,2.9933,-20.1166,2.6637,176.8781,5.8417,-101.61033,-8.0921183,104.90476,-11.153533,-52.737915,-21.612074,105.06037,-10.639516,-51.752621,-2.2468014,105.06037,-10.639516,-51.752625,-147.42795,105.06037,-10.639516,-51.752613,-10.59029,105.06037,-10.639516,-51.752617
444,0,CHEMBL1163584,-8.271,-5.201,-0.173,-0.539,-1.182,-5.201,-1.071,-0.16,-0.699,-31.673,-13.041,0.372,-0.103,-56.873,-44.714,4.385,42.626,0.7704,35.3066,-8.0863,1.3953,52.8673,1.456,-50.5694,1.7859,-5.0524,-2.9469,-44.4914,0.1124,19.2858,20.996,0.005,1.7052,-104.98,23.6838,0.3943,0.9497,-25.0279,2.4835,126.368,1.3797,-81.728325,-6.8431449,-1.6785437,-13.047587,-34.198425,-13.027355,-1.7071122,-13.910652,-32.632366,-4.9948983,-1.7070729,-13.910652,-32.632374,-82.727379,-1.7071041,-13.910652,-32.632366,-13.883883,-1.7071055,-13.910652,-32.632366
445,0,CHEMBL1163630,-8.51,-5.098,-0.196,-0.581,-1.197,-5.098,-1.718,-0.186,-1.019,-40.239,-5.236,0.702,-0.079,-57.183,-45.475,4.892,49.7831,6.7162,39.8752,-11.4149,-0.3466,72.7251,3.826,-63.981,1.8408,-6.3855,-4,-55.618,0.2985,20.5519,21.982,0.068,1.3621,-109.91,26.8512,0.1058,0.9133,-27.8703,3.5071,125.5966,1.5696,-59.486088,-7.2931466,50.423622,-10.404082,-37.547127,-19.608908,50.371937,-11.893427,-37.086605,-4.1984644,50.371937,-11.893427,-37.086605,-75.37355,50.371937,-11.893427,-37.086605,-11.874893,50.371937,-11.893427,-37.086605
446,0,CHEMBL1163881,-8.147,-5.138,-0.184,-0.557,-1.186,-5.138,-1.671,-0.32,-0.987,-36.869,-4.895,0.42,-0.002,-53.745,-41.765,1.437,44.6103,2,32.3381,-1.5892,-0.2653,60.4428,0.8938,-55.5875,0.4424,-7.869,-1.9674,-46.9688,0.0626,25.0959,27.108,1.6124,0.3997,-135.54,25.9522,2.346,0.4444,-28.7427,1.8447,172.2755,1.1933,-58.949821,-6.6679034,46.948921,-9.878541,-36.740242,-17.29423,46.912514,-9.1022177,-36.054394,-2.8486812,46.912514,-9.1022177,-36.054394,-59.138187,46.912514,-9.1022177,-36.054394,-9.1109943,46.912514,-9.1022177,-36.054394
447,0,CHEMBL1163892,-8.089,-5.471,-0.195,-0.593,-1.263,-5.471,-2.233,-0.257,-0.758,-39.279,-4.307,0.387,0,-58.154,-43.586,0.24,31.5187,3.5211,40.7458,-1.2671,-26.7608,69.9948,2.1359,-64.9913,0.466,-1.7087,-3,-62.3092,0.028,25.7735,28.724,1.8578,1.0927,-143.62,26.4837,2.6826,0.9948,-30.161,1.6939,197.4853,1.5948,-65.308022,-6.6512284,46.55064,-12.54262,-36.949284,-12.881319,46.719036,-11.137847,-37.354183,-3.777606,46.719036,-11.137847,-37.354183,-106.04426,46.719036,-11.137847,-37.354183,-11.317572,46.719036,-11.137847,-37.354183
448,0,CHEMBL1163902,-8.662,-5.554,-0.168,-0.54,-1.235,-5.554,-2.191,-0.111,-0.681,-40.378,-6.87,0.703,-0.224,-60.466,-47.248,8.877,8.3446,1.9607,32.7272,-8.808,-29.808,57.6779,1,-55.5057,0.7105,1.7217,-1.6991,-56.9859,0.2435,22.7691,28.622,0.4362,5.4167,-143.11,27.9395,1.565,4.6073,-34.1119,2.5708,205.1037,1.5436,-76.795212,-7.4009395,23.771955,-11.08855,-42.301235,-22.118565,23.821638,-10.896413,-41.830215,-4.4409652,23.821638,-10.896413,-41.830215,-99.720428,23.821638,-10.896413,-41.830215,-10.844284,23.821638,-10.896413,-41.830215
449,0,CHEMBL1163955,-8.775,-5.485,-0.177,-0.556,-1.237,-5.485,-2.44,0,-1.317,-45.586,0.43,0.487,0,-59.096,-45.157,2.95,54.055,1.2124,42.3644,-7.6584,2.2499,72.5365,1.2569,-67.4164,1.2925,-1.003,-1.1825,-65.0708,0.1496,26.3019,28.374,0.1123,1.9598,-141.87,29.3305,1.6206,0.8948,-31.8459,2.4482,180.1836,1.1299,-82.53833,-6.83322,78.880211,-11.309816,-37.229839,-17.275913,78.928802,-10.990477,-36.021664,-4.6927166,78.928802,-10.990477,-36.021664,-108.44298,78.928802,-10.990477,-36.02166,-10.943597,78.928802,-10.990477,-36.021664
450,0,CHEMBL1164022,-9.375,-6.399,-0.2,-0.635,-1.433,-6.399,-3.173,-0.32,-0.651,-40.926,-4.388,0.45,0,-63.126,-45.314,0.97,55.9719,2.131,45.8715,-8.3499,-0.8826,76.1152,3.7613,-65.6837,1.2951,-4.5724,-4.2329,-60.1603,2.448,32.2139,36.874,1.5107,3.1494,-184.37,30.758,1.7165,2.0479,-34.5225,3.3155,180.002,1.2077,-74.982323,-7.0657072,44.263271,-10.812554,-37.957382,-9.8171015,44.275764,-11.555957,-37.972103,-3.8445902,44.275764,-11.555957,-37.972103,-79.438332,44.275764,-11.555957,-37.972103,-11.557632,44.275764,-11.555957,-37.972103
451,0,CHEMBL1164184,-8.653,-4.579,-0.158,-0.485,-1.048,-4.579,-1.494,-0.116,-0.77,-38.119,-6.529,0.726,-0.041,-55.454,-44.647,5.79,47.2588,0.9382,36.746,-6.7411,2.5359,65.2972,3.3662,-55.8746,1.7639,-8.6842,-4.7043,-43.6649,0.4772,26.503,29.42,0.3563,2.5607,-147.1,29.852,0.2554,0.7482,-30.8556,3.9159,145.1087,1.8286,-66.859741,-6.8755031,161.70169,-11.092693,-40.218636,-14.592422,161.68774,-10.148374,-39.769917,-4.6360621,161.68774,-10.148374,-39.769917,-96.874107,161.68774,-10.148374,-39.769917,-10.147147,161.68774,-10.148374,-39.769917
452,0,CHEMBL1164248,-8.873,-5.309,-0.166,-0.527,-1.189,-5.309,-2.614,0,-1.114,-47.596,0.275,0.757,0,-61.519,-47.321,3.12,46.7805,0.0717,41.9831,-11.0869,0.0689,53.4305,0.7638,-53.9967,1.9235,-1.5568,-1.9029,-51.8167,0.0853,25.7286,27.086,0.0796,1.2778,-135.43,27.4234,0.4225,1.1433,-28.9893,1.8509,178.0734,1.37,-59.899364,-7.7123032,38.243679,-11.190006,-43.213638,-23.257601,37.967907,-12.272635,-42.74939,-5.1033745,37.967907,-12.272635,-42.74939,-123.99189,37.967907,-12.272635,-42.74939,-12.353672,37.967907,-12.272635,-42.74939
453,0,CHEMBL1164261,-8.996,-5.317,-0.161,-0.517,-1.183,-5.317,-2.216,0,-0.937,-40.545,-3.633,0.408,0,-59.908,-44.178,0.821,62.2908,3.6961,45.799,-2.4054,-1.9736,64.6623,0.9913,-62.0641,0.1939,-6.9573,-1,-55.0455,0.0987,25.803,26.642,0.0592,0.7798,-133.21,23.56,0.7457,0.7359,-25.0416,1.2299,166.054,1.5525,-73.682289,-6.9951291,1.2651552,-12.737179,-41.592129,-17.231594,1.2661953,-12.11132,-41.039936,-4.3270674,1.2661953,-12.11132,-41.039936,-117.99448,1.2661951,-12.11132,-41.039936,-12.119315,1.2661952,-12.11132,-41.039936
454,0,CHEMBL1164315,-8.676,-5.793,-0.193,-0.6,-1.316,-5.793,-2.313,-0.624,-0.409,-38.562,-7.381,0.691,-0.103,-59.359,-45.943,6.498,47.5658,3.4063,41.7287,-7.0022,-6.2153,75.7076,3.992,-66.777,2.7276,-6.3286,-4,-57.3098,1.0149,16.7534,21.838,0.6629,4.4218,-109.19,22.9019,0.4859,2.6039,-25.9916,2.853,130.8605,1.6906,-48.846569,-7.3517342,20.842197,-13.391272,-43.342766,-12.786085,20.790585,-10.230198,-41.413353,-4.4783487,20.790586,-10.230198,-41.413353,-95.697456,20.790583,-10.230198,-41.413349,-10.142304,20.790598,-10.230198,-41.413353
455,0,CHEMBL1164373,-7.882,-5.612,-0.216,-0.639,-1.318,-5.612,-1.274,-0.459,-1.316,-31.006,-7.822,0.161,0,-50.989,-38.828,0.317,42.8762,0.5104,33.1775,-0.7526,-2.5007,50.6969,1.3944,-47.1449,0.349,-5.8993,-2.0559,-40.3127,0.1265,21.5412,23.21,1.3341,0.3347,-116.05,21.1784,1.634,0.1758,-22.9882,0.8465,147.3581,1,-71.136948,-5.8420486,20.689198,-9.9811907,-27.170538,-17.118458,20.574455,-9.4726362,-25.682528,-3.2402751,20.574455,-9.4726362,-25.682528,-83.567017,20.574455,-9.4726362,-25.682528,-9.4300251,20.574455,-9.4726362,-25.682528
456,0,CHEMBL1164476,-8.293,-5.429,-0.181,-0.562,-1.234,-5.429,-1.12,-0.501,-0.693,-31.164,-11.975,0.34,-0.1,-54.392,-43.139,9.785,48.1803,3.2659,36.8794,-6.4687,0.6739,64.9032,2,-59.9867,1.2871,-6.4947,-3,-54.3328,2.5377,24.4742,27.772,1.5057,1.792,-138.86,22.3014,1.5319,0.8736,-24.7069,0.9739,166.8571,1.386,-79.778534,-6.3967047,-0.69321352,-11.864895,-38.585865,-10.803164,-0.70962113,-9.8196621,-38.688313,-4.3697076,-0.71003371,-9.8196621,-38.687935,-84.15979,-0.70997363,-9.8196621,-38.687809,-9.8382874,-0.70998842,-9.8196621,-38.687908
457,0,CHEMBL1164477,-8.067,-5.152,-0.184,-0.559,-1.189,-5.152,-1.369,-0.257,-0.723,-31.932,-9.845,0.378,-0.107,-54.98,-41.777,6.745,39.0981,5.3905,31.3829,-4.1104,-5.3334,58.2718,1.928,-54.693,1.134,-3.4543,-2,-49.9704,0.239,21.9751,22.796,0.2282,0.5927,-113.98,24.269,0.3883,0.5733,-25.2306,2.7876,123.5092,1.5666,-71.313309,-6.310029,-32.008434,-11.233187,-32.143764,-7.708777,-32.008976,-11.989612,-30.863905,-3.6349421,-32.008976,-11.989612,-30.863905,-57.754166,-32.008976,-11.989612,-30.863905,-11.981099,-32.008976,-11.989612,-30.863905
458,0,CHEMBL1164578,-9.415,-5.742,-0.185,-0.582,-1.295,-5.742,-2.383,-0.549,-0.367,-37.556,-8.092,0.753,-0.105,-60.059,-45.648,5.52,60.2329,4.2668,48.2435,-9.537,-0.8317,82.481,3.68,-73.7837,2.8145,-7.8271,-4.4206,-64.7705,2.6584,23.3639,26.32,0.4881,2.468,-131.6,29.0927,0.4571,0.4417,-29.9915,2.8837,163.8965,1.6781,-66.119629,-7.6794133,147.45445,-13.549156,-43.878025,-17.326048,147.41302,-10.258943,-43.004307,-4.3701105,147.41302,-10.258943,-43.004307,-111.49564,147.41302,-10.258943,-43.004307,-10.031148,147.41302,-10.258943,-43.004307
459,0,CHEMBL1164612,-9.535,-4.706,-0.147,-0.467,-1.054,-4.706,-1.397,-0.255,-0.511,-35.83,-7.818,0.546,-0.124,-56.796,-43.649,5.683,24.1862,4.2788,36.5238,-2.6537,-27.6591,53.3355,1,-53.7532,1.1581,-0.9197,-1.0595,-52.4125,0.1238,23.817,27.854,0.0959,3.941,-139.27,25.7257,0.1136,1.0964,-26.9357,1.7388,155.6253,1,-69.556915,-6.5975208,39.715328,-12.004656,-41.66972,-12.297406,39.565121,-10.615039,-40.495899,-4.162971,39.569469,-10.615039,-40.499653,-79.861076,39.580433,-10.615039,-40.531475,-10.464086,39.557823,-10.615039,-40.486618
460,0,CHEMBL1164790,-8.746,-4.994,-0.161,-0.506,-1.126,-4.994,-1.499,-0.068,-0.644,-39.506,-9.373,0.664,-0.066,-59.584,-48.88,7.752,27.2217,2.5937,42.9956,-10.581,-23.9099,68.4481,2.6346,-62.6874,2.5563,-7.7207,-6,-55.9696,4.4877,18.5117,20.214,0.005,1.6972,-101.07,25.8514,0.0438,0.2225,-26.1177,2.9279,127.8204,1.6001,-71.462524,-7.3413701,164.42574,-12.437633,-45.238033,-16.10416,164.41653,-9.2664289,-44.497681,-4.7228036,164.41653,-9.2664289,-44.497684,-104.16159,164.41588,-9.2664289,-44.496582,-9.2080221,164.41653,-9.2664289,-44.497684
461,0,CHEMBL1164843,-9.315,-5.802,-0.181,-0.576,-1.299,-5.802,-1.89,-0.427,-0.708,-37.57,-8.72,0.448,-0.038,-62.335,-46.29,1.498,53.0273,1.3719,43.587,-7.0541,-1.2226,62.8433,2.3297,-59.1713,2.2711,-2.6039,-3.2407,-54.8171,0.227,31.5828,35.378,0.2931,3.5021,-176.89,28.583,0.1589,2.2253,-30.9672,2.3096,178.6725,1.2233,-100.26658,-6.7736449,59.713799,-10.924708,-38.089687,-12.48043,59.708233,-11.372191,-37.573254,-4.319716,59.708233,-11.372191,-37.573254,-98.458267,59.708233,-11.372191,-37.573254,-11.359073,59.708233,-11.372191,-37.573254
462,0,CHEMBL1164957,-9.355,-5.849,-0.183,-0.58,-1.31,-5.849,-1.891,-0.408,-0.705,-38.055,-8.977,0.45,-0.046,-63.854,-47.033,0.953,62.689,1.7273,49.4201,-9.9663,2.9753,61.6821,2.4422,-59.0172,3.0106,-6.2686,-4.0094,-49.1943,0.6466,34.7827,38.502,1.8398,1.8795,-192.51,29.7725,1.8108,0.1396,-31.7229,2.3244,184.9685,1.2351,-60.823818,-6.8369975,-8.6939812,-11.353372,-38.72945,-6.5656524,-8.645484,-11.447499,-38.646671,-3.3626029,-8.645484,-11.447499,-38.646671,-70.899139,-8.645484,-11.447499,-38.646671,-11.438734,-8.645484,-11.447499,-38.646671
463,0,CHEMBL1164971,-8.759,-6.162,-0.199,-0.624,-1.39,-6.162,-3.346,0,-0.8,-40.189,-3.291,0.487,0,-60.311,-43.48,0.851,54.1277,1.4503,41.8944,-6.9605,2.0331,73.7849,2.7413,-66.2244,1.6004,-2.0863,-3.3023,-64.6076,1.7479,30.2789,33.742,1.5793,1.8838,-168.71,28.959,0.7958,0.9059,-30.6607,1.9621,183.9295,1.1299,-63.4268,-6.7072887,51.0186,-10.474924,-36.31337,-13.218086,50.986427,-9.7422476,-35.001492,-3.7627852,50.986267,-9.7422476,-35.001209,-92.480812,50.986248,-9.7422476,-35.001232,-9.7026224,50.986252,-9.7422476,-35.001228
464,0,CHEMBL1165042,-9.021,-4.492,-0.155,-0.476,-1.029,-4.492,-1.489,-0.103,-0.827,-35.862,-5.71,0.627,-0.053,-52.017,-41.572,5.382,47.1512,5.0342,42.4556,-8.4172,-7.8422,68.3816,3.9913,-62.4599,4.3243,-6.0833,-4.1363,-52.4701,0.3457,21.6014,24.398,0.2923,2.5043,-121.99,26.1351,0.167,0.78,-27.0821,2.7862,140.4523,1.6158,-67.282166,-7.4052143,19.351198,-12.774469,-41.454376,-14.254644,19.555883,-10.294409,-39.513752,-4.8019605,19.555885,-10.294409,-39.513756,-99.432213,19.555883,-10.294409,-39.513752,-10.170881,19.555885,-10.294409,-39.513756
465,0,CHEMBL1165063,-9.072,-6.745,-0.211,-0.669,-1.51,-6.745,-3.302,-0.394,-0.678,-39.612,-5.606,0.45,0,-63.811,-45.217,1.028,53.0346,2.4359,43.4516,-5.8544,-3.2929,69.3688,1.992,-60.5445,0.7021,-3.9028,-2,-55.7367,0.2158,33.575,37.68,2.1281,1.9769,-188.4,30.2434,2.3267,0.8856,-33.4556,2.8134,185.2182,1.2077,-106.22904,-6.7344112,25.906721,-12.923105,-33.782379,-10.310834,25.870743,-11.415002,-32.830593,-4.0278583,25.870743,-11.415002,-32.830593,-109.39154,25.870743,-11.415002,-32.830593,-11.405639,25.870743,-11.415002,-32.830593
466,0,CHEMBL1165284,-8.681,-4.28,-0.134,-0.425,-0.958,-4.28,-1.833,-0.089,-0.55,-36.765,-3.948,0.629,-0.007,-48.458,-40.712,10.703,52.0868,2.8182,42.9431,-10.209,0.4308,67.5305,2.9478,-62.4128,3.3263,-6.6503,-3.9995,-53.1834,0.9761,21.318,24.526,0.3263,2.8817,-122.63,29.2325,0.1628,1.2508,-30.6461,2.7856,169.7101,1.5601,-86.261589,-7.082046,162.57956,-11.398097,-40.86721,-14.278819,162.49884,-9.3213215,-39.576782,-4.7765226,162.49884,-9.3213215,-39.576782,-125.13099,162.49886,-9.3213215,-39.576786,-9.310648,162.49884,-9.3213215,-39.576782
467,0,CHEMBL116533,-7.653,-5.423,-0.175,-0.55,-1.223,-5.423,-2.326,-0.199,-0.926,-34.393,-7.863,0.927,0,-59.257,-42.255,3.071,30.1499,0.714,38.2438,-13.5176,-9.6317,66.7579,2.5949,-60.8833,1.9566,-8.0829,-2.867,-51.6138,0.8706,27.3616,30.67,0.0582,3.2502,-153.35,25.101,0.0505,1.1885,-26.3399,1.9305,173.0787,2.2805,-61.51469,-7.087585,-32.126572,-12.208817,-38.215363,-20.743864,-32.193089,-12.531007,-37.171627,-4.6615143,-32.193043,-12.531007,-37.1717,-104.08977,-32.199574,-12.531007,-37.151382,-12.501471,-32.193035,-12.531007,-37.171711
468,0,CHEMBL1165374,-8.855,-5.624,-0.181,-0.57,-1.268,-5.624,-1.346,-0.369,-1.122,-34.289,-9.474,0.487,-0.138,-60.159,-43.762,0.869,53.6193,3.1224,41.7962,-6.7894,-0.1834,72.7554,3,-65.2925,1.3447,-4.8504,-3.0049,-59.8461,2.0741,30.0377,33.992,1.3919,2.5624,-169.96,30.0626,1.8541,1.758,-33.6748,3.4141,168.8408,1.1573,-57.951248,-6.8081679,20.694271,-10.270024,-38.288349,-14.892067,20.73031,-10.221301,-36.776669,-4.07827,20.73031,-10.221301,-36.776669,-122.56927,20.73031,-10.221301,-36.776669,-10.215097,20.73031,-10.221301,-36.776669
469,0,CHEMBL1165642,-9.039,-5.832,-0.177,-0.567,-1.297,-5.832,-2.451,-0.608,-0.513,-42.919,-4.985,0.72,-0.087,-60.144,-47.904,9.033,41.4717,0,39.4427,-5.5509,-7.2112,62.7488,0,-64.7224,1.798,-8.9937,0,-56.5524,0.2098,34.943,36.966,0.3673,1.6557,-184.83,29.4834,2.8747,0.9789,-33.3369,1.9295,215.03,1.4634,-72.029831,-6.9678907,33.273422,-11.250756,-26.400604,-19.608803,34.807304,-13.192793,-27.412485,-4.7367311,34.827839,-13.192793,-27.419825,-80.897911,34.8148,-13.192793,-27.414101,-13.692952,34.812397,-13.192793,-27.408321
470,0,CHEMBL1165694,-8.757,-5.368,-0.173,-0.544,-1.211,-5.368,-1.787,-0.253,-1.097,-40.015,-4.742,0.485,-0.003,-58.992,-44.757,1.276,56.615,2.9378,42.6809,-7.009,1.9999,70.3019,3,-63.5831,1.6714,-6.1013,-3,-57.635,1.7794,24.6135,26.412,0.1568,1.6417,-132.06,26.7403,0.3842,0.5515,-27.676,2.0815,155.3521,1.1455,-73.788391,-6.7722392,107.06373,-11.397501,-33.144329,-10.65043,107.08868,-11.086797,-32.855923,-4.2716537,107.08868,-11.086797,-32.855923,-116.83907,107.08868,-11.086797,-32.855923,-11.098199,107.08868,-11.086797,-32.855923
471,0,CHEMBL116589,-9.639,-6.078,-0.16,-0.538,-1.311,-6.078,-1.378,-0.209,-0.801,-41.505,-13.831,0.568,-0.109,-81.441,-55.336,10.456,40.8682,11.5108,30.1804,-11.7678,-0.3727,68.9506,7.01,-50.2348,2.857,-8.4843,-6.0026,-38.3257,0.83,30.5192,36.126,2.0757,3.5311,-180.63,32.4345,3.4068,1.8319,-37.6732,9.0696,83.8838,3.0913,-138.37019,-8.7964306,-305.82852,-15.504783,-62.716805,-14.600137,-305.64502,-15.016414,-61.545105,-6.151968,-305.64502,-15.016414,-61.545105,-134.64923,-305.64502,-15.016414,-61.545105,-15.018474,-305.64502,-15.016414,-61.545105
472,0,CHEMBL116886,-8.123,-5.216,-0.209,-0.61,-1.236,-5.216,-1.415,-0.32,-1.165,-29.642,-7.586,0.304,0,-52.738,-37.228,1.126,37.1915,2.7276,25.7498,-2.115,1.1729,47.5381,2,-42.3994,0.4355,-3.6976,-2,-36.2702,0.2143,23.0694,23.364,0.2795,0.015,-116.82,26.0361,0.2853,0.0202,-26.3415,2.1704,141.7305,1.1603,-58.346916,-6.4447584,-101.25039,-12.736465,-32.807755,-21.619846,-101.31879,-10.957028,-32.556717,-5.1166291,-101.31885,-10.957028,-32.556717,-111.2917,-101.31883,-10.957028,-32.556721,-10.97834,-101.31877,-10.957028,-32.556728
473,0,CHEMBL1169805,-9.7,-4.354,-0.112,-0.379,-0.934,-4.354,-1.509,-0.376,-0.094,-35.994,-6.97,0.523,-0.053,-54.978,-42.964,4.458,60.7792,8.4921,41.7913,-2.6304,-2.5455,76.6759,4.815,-62.9889,0.6251,-7.2375,-6.532,-51.1516,0.9464,33.8499,35.782,0.6237,1.3085,-178.91,31.9523,0.5392,0.836,-33.3274,3.6152,163.9707,1.3328,-81.816528,-7.9440422,-13.555237,-13.806949,-48.049908,-15.339138,-13.722331,-11.425823,-46.876793,-3.7632134,-13.717907,-11.425823,-46.886585,-84.638222,-14.550875,-11.425823,-47.197708,-11.292811,-14.554661,-11.425823,-47.184422
474,0,CHEMBL1169896,-9.145,-5.341,-0.191,-0.579,-1.233,-5.341,-1.585,-0.583,-1.245,-32.331,-4.81,0.41,0,-46.509,-37.141,4.427,32.1203,1.4663,29.355,-2.8376,-6.8714,57.5891,1.712,-53.9435,0.7722,-8.6308,-1.7013,-46.1091,0.6533,27.9891,28.976,0.0896,0.8973,-144.88,23.384,0.5602,0.8747,-24.8189,0.7557,168.8717,1.1496,-69.500397,-6.369576,2.8125958,-12.822099,-30.943029,-20.119408,2.7952518,-12.265537,-30.582512,-3.5912783,2.7952518,-12.265537,-30.582512,-105.65082,2.7952518,-12.265537,-30.582512,-12.258115,2.7952518,-12.265537,-30.582512
475,0,CHEMBL1170607,-9.501,-5.829,-0.216,-0.648,-1.357,-5.829,-2.061,-0.47,-1.047,-37.376,-5.494,0.441,0,-58.008,-42.87,0.323,41.5931,2.6267,30.9367,-2.4905,-1.0811,64.2417,2.6449,-51.2192,0.3592,-7.3899,-3.2908,-43.3132,0.3628,28.3277,30.062,0.3165,1.4178,-150.31,23.3369,0.3185,0.6885,-24.3439,1.1546,150.1496,1,-83.32917,-6.8235402,14.449999,-13.379933,-37.22641,-17.37303,14.514013,-10.237379,-36.727421,-4.7544441,14.514014,-10.237379,-36.727421,-88.721809,14.514013,-10.237379,-36.727421,-10.249072,14.514013,-10.237379,-36.727421
476,0,CHEMBL117074,-6.317,-4.393,-0.209,-0.577,-1.086,-4.393,-1.865,0,-1.347,-23.345,-8.546,1.268,0,-41.037,-31.89,3.061,39.0093,2.9458,37.3653,-4.5996,-10.7142,58.4496,1.9425,-53.6484,0.6268,-7.0814,-2.7422,-44.0954,0,20.8525,21.924,0.665,0.4065,-109.62,29.2672,2.1384,0.3778,-31.7834,5.3332,154.6196,3.7499,-54.136909,-6.5060554,32.902737,-11.685844,-38.162724,-17.778992,32.816681,-10.01086,-38.114769,-2.3755517,32.816681,-10.01086,-38.114769,-51.368744,32.816681,-10.01086,-38.114769,-9.9807167,32.816681,-10.01086,-38.114769
